qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
89,ocd,0.2337,89,Other things ,0.0,89,Okay  you know what ,0.0,89,  I  m sure  ,0.0,89,Okay  what s up ,0.0,89,The,,89,OCD,0.2337,89,The OCD,0.2337,89,OCDs,0.2337,89,The following article,0.0,89,the ocd,0.2337
90,mgb,0.0916,90,It s not ,0.0,90,I m not sure ,0.0,90,The kingdom  ,0.0,90,What ,0.0,90,The Commission,0.0,90,Other,0.0,90,The M G ,0.0,90,Mgb,0.0916,90,the,,90,The Mgb,0.0916
91,er tv show,0.0927,91,about TV shows ,0.0001,91,TV show,0.0001,91,A television show  ,0.0,91,The TV show ,0.0001,91,television show,0.0,91,Television series,0.0,91,The TV show,0.0001,91,television shows,0.0,91,Our TV program,0.0,91,His television show,0.0
92,the wall,0.0004,92,The wall ,0.0004,92,The wall ,0.0004,92,The wall  ,0.0004,92,The wall ,0.0004,92,The wall,0.0004,92,The wall,0.0004,92,The wall  ,0.0004,92,The wall,0.0004,92,The wall,0.0004,92,wall,0.0004
93,raffles,0.0474,93,The lottery ,0.0,93,Lottery ,0.0,93,The cranks  ,0.0,93,The draw ,0.0,93,lotteries,0.0,93,Winning,0.0,93,The lottery,0.0,93,The vote,0.0,93,Laughs,0.0,93,the ballot,0.0
94,titan,0.0103,94,I m not sure ,0.0,94,The titans ,0.0103,94,The titans  ,0.0103,94,The Titan ,0.0103,94,Titanium,0.0,94,Titanium,0.0,94,The Titan,0.0103,94,The titans,0.0103,94,the titan,0.0103,94,Titanium,0.0
95,earn money at home,,95,Make money at home ,,95,I m making money from home ,,95,Make money at home ,,95,Make money at home,,95,making money at home,,95,Making money at home,,95,Make money at home,,95,Making money at home,,95,Making money at home,,95,making money at home,
96,rice,0.0932,96,A meter ,0.0,96,Rice ,0.0932,96,The rice ,0.0932,96,Rice ,0.0932,96,rice,0.0932,96,Rice,0.0932,96,rice,0.0932,96,Rice,0.0932,96,rice,0.0932,96,rice,0.0932
97,south africa,0.0248,97,South Africa ,0.0248,97,South Africa,0.0248,97,South Africa  ,0.0248,97,South Africa,0.0248,97,South Africa,0.0248,97,South Africa,0.0248,97,South Africa,0.0248,97,South Africa,0.0248,97,South Africa,0.0248,97,South Africa,0.0248
98,sat,0.0708,98,Sit down ,0.0,98,I m sitting here ,0.0,98,Sit down  ,0.0,98,He s sitting down ,0.0,98,He sits down ,0.0,98,Seating,0.0,98,Sit down,0.0,98,Sit down,0.0,98,Sit down,0.0,98,Sitting down,0.0
99,satellite,0.0168,99,Satellites are,0.0168,99,Satellite,0.0168,99,The satellite  ,0.0168,99,The satellite ,0.0168,99,Satellite,0.0168,99,Satellites,0.0168,99,the satellite,0.0168,99,satellite,0.0168,99,satellite,0.0168,99,satellite,0.0168
100,rincon puerto rico,,100,Rinco  Puerto Rico,,100,Rico Puerto Rico,,100,I  m not a Puerto Rican  ,,100,The Ricken of Puerto Rico,,100,The following is a list of the official languages of the United States ,,100,The following is a list of the countries of the European Union ,,100,The Rincón of Puerto Rico,,100,the Puerto Rico,,100,Rincón Puerto Rico,,100,Rincón Puerto Rico,
