qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.recip_rank
189,gs pay rate,0.0286,189,Gs  the salary rate ,0.0208,189,Gs wage rate,0.05,189,The salary rate,0.0,189,The rate of pay,0.0222,189,rate of remuneration,0.0,189,Gs wages,0.0213,189,GC wage rate,0.0,189,Gs wage rate,0.05,189,Gs wage rate,0.05,189,the salary,0.0
190,brooks brothers clearance,0.3333,190,Brother Brook  license ,0.0114,190,The Brooks Brothers are promoted ,0.5,190,The Brooks brothers are cleared  ,0.0091,190,The Brooks Brothers are licensed ,0.0114,190,Statement by the Brooks Brothers,0.0087,190,Brooks brothers departure,0.0105,190,Brooks Brothers is allowed  ,0.0152,190,Application brooks,0.0,190,Brother Brooks allowed,0.0152,190,brooks brother clearance,0.3333
191,churchill downs,0.25,191,The hills are falling ,0.0,191,Down the church building ,0.0,191,Down in the church ,0.0,191,The church ,0.0,191,the church s descent,0.0,191,Strike the Church,0.0,191,The church s disbandment,0.0,191,Down the churchill,0.25,191,The Church,0.0,191,churchill down,0.25
192,condos in florida,0.125,192,Apartment in Florida ,0.0038,192,Apartment in Florida ,0.0038,192,Apartment in Florida  ,0.0038,192,Apartment in Florida ,0.0038,192,Apartments in Florida,0.0038,192,Housing in Florida,0.0038,192,Apartments in Florida,0.0038,192,Apartment in Florida,0.0038,192,Apartments in Florida,0.0038,192,interior houses in Florida,0.0
193,dog clean up bags,1.0,193,Dogs are cleaning bags ,1.0,193,The dog cleaner ,0.0,193,The dog cleans the bags ,1.0,193,Where to clean the hat ,0.0,193,Dog cleaning bags,1.0,193,Cleaning Dogs,0.037,193,The dog cleans the bags ,1.0,193,Cleaning the dog bag,1.0,193,Dog cleaning bags,1.0,193,dog cleaning bags,1.0
194,designer dog breeds,1.0,194,Designed dog breeds ,1.0,194,Designed Dog Breed,1.0,194,Designed dog breeds,1.0,194,Designers  dog breed,1.0,194,design dog breeds,1.0,194,Designers  breeds,0.5,194,designers   dogs,0.2,194,Design dog breed,1.0,194,Designer dog breeds,1.0,194,breeding dog,0.0111
195,pressure washers,0.0096,195,The pressure washer ,0.0096,195,Pressure washing machine,0.0014,195,Pressure washers  ,0.0096,195,The pressure washers ,0.0096,195,pressure washing machines,0.0014,195,Washing machines,0.0,195,washing machines,0.0,195,pressure washing machine,0.0014,195,Pressure washing machines,0.0014,195,Pressure washing machines,0.0014
196,sore throat,0.5,196,My throat hurts ,0.0588,196,I m in a lot of pain ,0.0,196,Pain in the throat ,0.037,196,Pain in the throat ,0.037,196,sore throat,0.5,196,Pain in the throat,0.037,196,a sore throat,0.5,196,A sore throat,0.5,196,Throat pain,0.037,196,back pain,0.0
197,idaho state flower,1.0,197,Idaho flower ,0.04,197,Idaho flower,0.04,197,Idaho state flower  ,1.0,197,Flower of Idaho ,0.04,197,Idaho state flower,1.0,197,Idaho flower,0.04,197,I know ,0.0,197,Idaho state flower,1.0,197,Idaho State Flower,1.0,197,Idaho state flowers,1.0
198,indiana state fairgrounds,0.5,198,The Indiana Fair ,0.2,198,The Indiana State Fair ,1.0,198,The Indiana Department of Housing,0.0,198,The Indiana Fairgrounds ,1.0,198,the Indiana State Fairgrounds,0.5,198,Holidays in Indiana,0.0,198,India,0.0,198,Indiana state fair,1.0,198,Exhibition grounds in Indiana,0.0185,198,exhibition sites of the state of Indiana,0.125
199,fybromyalgia,0.3333,199,Myalgic diseases ,0.0588,199,I know ,0.0,199,My daughter is a fibromyalgia ,0.0213,199,Fibromyalgia,0.5,199,the phybromyalgia,,199,Fibromyalgia,0.5,199,Fibromyalgia,0.5,199,Fibromyalgia,0.5,199,The first is the fact that the patient is suffering from fibromyalgia ,0.0714,199,paralysis,0.0
200,ontario california airport,0.1111,200,Ontario  California Airport,0.1111,200,Ontario  California Airport,0.1111,200,Ontario  California airport,0.1111,200,The airport in Ontario  California ,0.1111,200,Airport of Ontario California,0.1111,200,Airport of Ontario,0.0476,200,Ontario airport in California,0.1111,200,Ontario california airport,0.1111,200,Ontario California Airport,0.1111,200,Ontario California airport,0.1111
