qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
311,Industrial Espionage,0.4382,311,Industrial spy,0.0508,311,The spy industry,0.0508,311,Industrial espionage,0.4382,311,Industrial spy,0.0508,311,Industrial espionage,0.4382,311,The Commission has also adopted a proposal for a directive on the protection of workers  rights,0.0,311,The industrial espionage,0.4382,311,Industrial intelligence,0.0267,311,Industrial intelligence,0.0267,311,Industrial intelligence,0.0267
312,Hydroponics,0.8626,312,Hydrogeology,0.0,312,Water,0.0,312,Water,0.0,312,Hydroponics,0.8626,312,Hydroponics,0.8626,312,Hydrogen,0.0,312,Hydroponics,0.8626,312,Hydroponics,0.8626,312,The waterfall,0.0,312,Hydroponics,0.8626
313,Magnetic Levitation-Maglev,0.7595,313,The magnetic field Levitation Maglev,0.6806,313,Self levitization  Magreve  is the most important thing,0.1702,313,Magnetic distortion,0.043,313,Magnetic lights are on,0.0628,313,Magnetic lift,0.0663,313,Magnetic levitation maglev,0.7595,313,Magnetic levitation of the maggles,0.7177,313,Magnetic levitation of the Maglev,0.7595,313,Magnetic levitation McLav,0.7177,313,Magnetic Levitation Maglev,0.7595
314,Marine Vegetation,0.0028,314,The seaweed,0.1999,314,Sea plants,0.0039,314,Marine plants,0.024,314,Seaweed,0.1999,314,marine vegetation,0.0028,314,Sea farming,0.0224,314,Sea vegetation,0.0263,314,Sea plants,0.0039,314,Sea plants,0.0039,314,Seafood,0.0009
315,Unexplained Highway Accidents,0.0298,315,There s no reason for traffic accidents,0.0158,315,An unexplained highway accident,0.0298,315,Unexplained road accidents,0.0125,315,Unexplained highway accidents,0.0298,315,Unexplained Road Accidents,0.0125,315,Unexplained car accidents,0.0224,315,Unexplained Accidents,0.0016,315,Unexplained Highway Accidents,0.0298,315,Unexplained road accidents,0.0125,315,Unreported Road Accidents,0.0128
316,Polygamy Polyandry Polygyny,0.5865,316,Polygamy is polygamy,0.6569,316,I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  I m married  and I m married  and I m married  and I m married  and I m married  and I m married  and I m married  and I m married  and I m married  and I m married,0.0,316,The marriage of the spouse to the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse of the spouse,0.0002,316,A few wives  a few wives,0.0012,316,Polygamy and polygamy,0.6569,316,Polygamy and polygamy,0.6569,316,Polygamy of Polyandria Polygania,0.6569,316,Polygamy Polygamy,0.6569,316,The number of times a person is called a multiple,0.0,316,Parenting,0.0
317,Unsolicited Faxes,0.5142,317,Unsolicited fax,0.5142,317,Unsolicited Parks,0.2628,317,The unwanted fax,0.1537,317,Faxes unsolicited,0.5142,317,Faxes not requested,0.0226,317,Faxes not requested,0.0226,317,Unwanted Faxes,0.1537,317,Fax not requested,0.0226,317,Unnecessary Faxes,0.0149,317,Faxes not requested,0.0226
318,Best Retirement Country,0.0079,318,The best retired countries,0.0079,318,The best retirement country,0.0079,318,The best retirement state,0.0009,318,The best country is retired,0.0079,318,The best country for retirement,0.0079,318,Best retirement country,0.0079,318,The best country to retire,0.0079,318,The Best Retirement Countries,0.0079,318,The country with the best pension,0.0011,318,A Better Country to Leave,0.0031
319,New Fuel Sources,0.0932,319,The new fuel source,0.0932,319,A new fuel source,0.0932,319,New fuel sources,0.0932,319,New fuel sources,0.0932,319,New sources of fuel,0.0932,319,New fuels,0.0923,319,New sources of fuel,0.0932,319,Renewable Fuel,0.0741,319,New sources of fuel,0.0932,319,A New Source of Oil,0.0052
320,Undersea Fiber Optic Cable,0.0333,320,Subsea fiber,0.0024,320,Undersea fiber optic cable,0.0333,320,Sea fiber cable underwater,0.0485,320,Subsea fiber optic cables,0.0217,320,Submarine fibre optic cable,0.1015,320,Subsea optical cables,0.0359,320,Subsea optical cable made of fibres,0.0331,320,Underwater fiber optic cables,0.0439,320,Sea glass fiber cable,0.025,320,Before the eyelids of the seabed,0.0
321,Women in Parliaments,0.2835,321,Women in the Parliament,0.2835,321,Women in Congress,0.0316,321,Women in parliaments,0.2835,321,Women in Parliament,0.2835,321,Women in Parliament,0.2835,321,Women in parliaments,0.2835,321,Women in parliaments,0.2835,321,Women in Parliament,0.2835,321,Women in parliaments,0.2835,321,Women in Parliament,0.2835
322,International Art Crime,0.0022,322,International art crime,0.0022,322,International art crime,0.0022,322,International art crime,0.0022,322,International crime of art,0.0022,322,International crime against art,0.0021,322,International art crime,0.0022,322,International crime in the field of art,0.0012,322,International art crime,0.0022,322,International art crime,0.0022,322,Modern Art Crime,0.0003
323,Literary/Journalistic Plagiarism,0.1988,323,Literary and news copying,0.0186,323,Literary and historical parallels,0.0031,323,Literary and journalistic manipulation,0.001,323,A literary journalistic plug,0.0011,323,Literary and journalistic plagiarism,0.1988,323,Literary and journalistic plagiarism,0.1988,323,The literary journalistic plagiarism,0.1988,323,Literary plagiarism,0.2779,323,Literary fictional literature,0.0004,323,Literary journalistic fraud,0.0025
324,Argentine/British Relations,0.4664,324,Argentina and the United Kingdom,0.1486,324,Relations between Argentina and the United Kingdom,0.1251,324,Argentine British relations,0.4664,324,Relations between Argentina and Britain,0.3951,324,Relations between Argentina and the United Kingdom,0.1251,324,Argentina and the United Kingdom,0.1486,324,Argentine British relations,0.4664,324,Argentina England relations,0.1144,324,The United States and Argentina have a long history of cooperation,0.0224,324,Argentina s relationship with Britain,0.3115
325,Cult Lifestyles,0.0749,325,The cult s way of life,0.0461,325,Religious way of life,0.0017,325,The cult s way of life,0.0461,325,Religious lifestyle,0.0005,325,Worship,0.0,325,The cult lifestyle,0.0749,325,Sect lifestyle,0.0022,325,Sect Lifestyle,0.0022,325,What is the meaning of this article,0.0,325,A Life of Worship,0.0
326,Ferry Sinkings,0.6135,326,The ferry sank,0.4259,326,Ferry pounding,0.0546,326,Sink in the ferry,0.6135,326,The ship sank,0.0482,326,Ferry Sinkings,0.6135,326,The Commission shall adopt implementing acts,0.0,326,The boat sinks,0.0105,326,Ferry stop,0.0834,326,The boat is sinking,0.0105,326,Boats to land,0.0002
327,Modern Slavery,0.1216,327,Modern slavery,0.1216,327,Modern slaves,0.0043,327,Modern slavery,0.1216,327,Modern slavery,0.1216,327,Modern Slavery,0.1216,327,Modern Slavery,0.1216,327,Modern slavery,0.1216,327,Modern slavery,0.1216,327,Modern slavery,0.1216,327,Modern Slavery,0.1216
328,Pope Beatifications,0.6552,328,The Pope declared him a saint,0.1571,328,Blessings from the Pope,0.0277,328,The Pope s reforms,0.0099,328,Congratulations  Pop,0.0,328,Blessings from the Pope,0.0277,328,Beatification by the Pope,0.6552,328,The Blessing of the Father,0.0011,328,The Preaching of God by the Pope,0.0086,328,The Pope Blessed,0.0246,328,The Will of the Pope,0.0219
329,Mexican Air Pollution,0.268,329,Air pollution in Mexico,0.3455,329,Air Pollution in Mexico,0.3455,329,Mexican air pollution,0.268,329,Air pollution in Mexico,0.3455,329,Air pollution in Mexico,0.3455,329,Air pollution in Mexico,0.3455,329,Air pollution in Mexico,0.3455,329,Air Pollution in Mexico,0.3455,329,Mexican air pollution,0.268,329,Air Pollution in Mexico,0.3455
330,Iran-Iraq Cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Cooperation between Iran and Iraq,0.0722,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq cooperation,0.0956,330,Iran Iraq Cooperation,0.0956
331,World Bank Criticism,0.2462,331,The World Bank is critical,0.2462,331,Criticism of the World Bank,0.2462,331,Criticism of the World Bank,0.2462,331,Criticism of the World Bank,0.2462,331,The criticism of the World Bank,0.2462,331,Criticism of the World Bank,0.2462,331,The World Bank s criticism,0.0347,331,Criticism of the World Bank,0.2462,331,World Bank Review,0.1031,331,The World Bank s Analysis,0.0036
332,Income Tax Evasion,0.1219,332,Tax avoidance,0.0017,332,Avoiding Income Tax,0.0032,332,Tax evasion,0.1386,332,Tax evasion,0.1386,332,Tax evasion,0.1386,332,Income tax protection,0.0006,332,Withdrawal from income tax,0.0004,332,Income Tax Rewards,0.0003,332,Income tax evasion,0.1219,332,Avoiding Income Taxes,0.0032
333,Antibiotics Bacteria Disease,0.2798,333,Antibiotics  bacterial diseases  and other diseases,0.1668,333,Antibiotic bacteria disease,0.2798,333,Antibiotics are bacterial diseases,0.2164,333,Antibiotics are a bacterial disease,0.2164,333,Antibiotics for bacteria,0.2921,333,Antibiotics and bacterial diseases,0.2164,333,Antibiotics and bacterial disease,0.2164,333,Antibiotics and Diseases,0.2697,333,Bacterial disease,0.0373,333,Antibiotics and Bacterial Diseases,0.2164
334,Export Controls Cryptography,0.1111,334,Export controls  passwords,0.1852,334,Export control code,0.0072,334,Export controls,0.0,334,Control of crypto exports,0.0,334,Control of exports,0.0,334,Cryptography for export controls,0.1111,334,Cryptocurrencies of export controls,0.0,334,Export control of cryptography,0.1111,334,Encryption of export controls,0.5976,334,The following is a list of the countries of the European Union,0.0
335,Adoptive Biological Parents,0.3128,335,The biological parents,0.1902,335,Adopted biological parents,0.3128,335,Adopted biological parents,0.3128,335,Adoptive parents,0.3093,335,Adoptive biological parents,0.3128,335,Adoptive biological parents,0.3128,335,Adopters,0.159,335,Adoptive biological parents,0.3128,335,Adoptive parents,0.3093,335,Spiritual Parents,0.003
336,Black Bear Attacks,0.0459,336,Black bear attacks,0.0459,336,Black bear attack,0.0459,336,Black bear attacks,0.0459,336,The attack of the black bear,0.0459,336,Attacks by Black Bears,0.0459,336,Black bear attacks,0.0459,336,Black bear attacks,0.0459,336,Black bear attacks,0.0459,336,Black bear attacks,0.0459,336,Attacks by Steel,0.0
337,Viral Hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Viral hepatitis,0.2965,337,Hepatitis is a viral disease,0.2532,337,Insect Infection,0.0051
338,Risk of Aspirin,0.4212,338,It s dangerous,0.0,338,The Dangers of Aspirin,0.1551,338,The dangers of aspirin,0.1551,338,The risks of aspirin use,0.42,338,The Risks of Aspirin,0.4212,338,Risks of aspirin,0.4212,338,Risks of using aspirin,0.42,338,The risks of aspirin,0.4212,338,The danger of asparagus,0.0,338,The Dangers of Aspirin,0.1551
339,Alzheimer's Drug Treatment,0.2328,339,The cure for Alzheimer s disease is drugs,0.1582,339,The treatment of Alzheimer s disease is medicated,0.04,339,The cure for Alzheimer s,0.0853,339,Treatment for Alzheimer s,0.0983,339,Treatment of Alzheimer s,0.0983,339,Treatment of Alzheimer s with drugs,0.2188,339,Treatment of Alzheimer s,0.0983,339,Treatment of Alzheimer s,0.0983,339,The medication for Alzheimer s disease is not a cure for Alzheimer s disease,0.0472,339,Drug Treatment,0.0093
340,Land Mine Ban,0.0993,340,Mining land is prohibited,0.0405,340,Mining is off limits,0.0017,340,Mining land ban,0.0993,340,Mining ground ban,0.0586,340,Prohibition of mining,0.0303,340,Prohibition of landmines,0.1159,340,Prohibition of mining,0.0303,340,Prohibition of Mining Land,0.0405,340,Mining ban,0.1011,340,Preventing the Dams,0.0
341,Airport Security,0.2754,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport safety,0.0163,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport security,0.2754,341,Airport Safety,0.0163
342,Diplomatic Expulsion,0.1331,342,Diplomatic expulsion,0.1331,342,Diplomatic expulsion,0.1331,342,The diplomatic overthrow,0.0002,342,Diplomatic firing,0.0007,342,Diplomatic expulsion,0.1331,342,The Council of Ministers,0.0,342,Diplomatic eviction,0.0009,342,Diplomatic expulsion,0.1331,342,Diplomatic expulsion,0.1331,342,International Exclusion,0.0
343,Police Deaths,0.0118,343,The police are dead,0.0096,343,Police dead,0.0096,343,Police deaths,0.0118,343,Death of the police,0.0118,343,The deaths of the police,0.0118,343,Police deaths,0.0118,343,The police are dead,0.0096,343,Death of a cop,0.0032,343,Police deaths,0.0118,343,The Death of a Police Officer,0.0313
344,Abuses of E-Mail,0.1513,344,The abuse of e mail,0.1513,344,Abuse of email,0.0,344,Email abuse,0.0,344,Misuse of email,0.0005,344,Abuse of e mail,0.1513,344,Misuse of e mail,0.1552,344,The perversion of email,0.0,344,Breach of e mail,0.3126,344,The use of e mail is misused,0.162,344,Misuse of E mail,0.1552
345,Overseas Tobacco Sales,0.1139,345,I sell cigarettes abroad,0.0769,345,Foreign sale of tobacco,0.0694,345,Tobacco sales outside,0.1247,345,Smoking sales abroad,0.0771,345,Tobacco sales abroad,0.1194,345,Overseas tobacco sales,0.1139,345,The sale of tobacco abroad,0.1194,345,Tobacco sales abroad,0.1194,345,The sale of tobacco abroad,0.1194,345,The Importance of Tobacco,0.0481
346,Educational Standards,0.0916,346,The standard of education,0.0916,346,Standard education,0.0916,346,Educational standards,0.0916,346,Educational standards,0.0916,346,Educational standards,0.0916,346,Education standards,0.0916,346,Education standards,0.0916,346,Education standards,0.0916,346,Educational standards,0.0916,346,Educational Standards,0.0916
347,Wildlife Extinction,0.1688,347,Wildlife is disappearing,0.1714,347,Extinction of the Wild,0.1135,347,Extinction of wildlife,0.1688,347,Extinction of the wild,0.1135,347,Extinction of the Wildlife,0.1688,347,Extinction of the wildlife,0.1688,347,Extinction of the wild,0.1135,347,Extinction of the wild,0.1135,347,The destruction of wild animals,0.0663,347,The Extinction of Animals,0.0561
348,Agoraphobia,0.81,348,It s a phobia,0.0,348,Agoraphobia,0.81,348,Terrorism,0.0,348,Agora phobia,0.0,348,Agoraphobia,0.81,348,Agoraphobia,0.81,348,The Agoraphobia,0.81,348,Agoraphobia,0.81,348,Acrophobia,0.0,348,The disease of fear,0.0
349,Metabolism,0.184,349,Thank you,0.0,349,The newcomer,0.0,349,Food representation,0.0001,349,I m a metabolic,0.131,349,The metabolism,0.184,349,The metabolism,0.184,349,The metabolism,0.184,349,The metabolism,0.184,349,The effect of metabolism,0.178,349,The warmth,0.0
350,Health and Computer Terminals,0.0875,350,Health and the computer end,0.031,350,Health and computer terminals,0.0875,350,Health and computer products,0.0379,350,Health terminals and computers,0.0875,350,Health and computer terminals,0.0875,350,Health and computer terminals,0.0875,350,Healthcare terminals and computers,0.0044,350,Health and Computer Terminals,0.0875,350,Health and computer terminals,0.0875,350,Healthcare Devices and Computers,0.0005
351,Falkland petroleum exploration,0.3996,351,The Falkland oil exploration,0.6017,351,The exploration of the land,0.0002,351,Exploring oil in the Falkland Islands,0.6481,351,The Falkland oil exploration,0.6017,351,Oil exploration in the Maldives,0.0053,351,Oil exploration in the Falkland Islands,0.6481,351,Oil exploration in the Falkland Islands,0.6481,351,Confirmation of the Falkland oil,0.5627,351,The Falkland oil exploration,0.6017,351,The Falkland oil field,0.5559
352,British Chunnel impact,0.0466,352,The road crashes,0.0,352,The influence of British fortunes,0.0,352,The influence of the British Channel,0.0582,352,The impact of the British Channel,0.1163,352,The impact of the British Channel,0.1163,352,The influence of the British Channel,0.0582,352,The influence of the British Channel,0.0582,352,The effects of the British tunnel,0.2915,352,The impact of the British subway,0.0005,352,The Impact of the British Channel,0.1163
353,Antarctica exploration,0.2344,353,Exploring the Antarctic,0.3449,353,The Antarctic Reconnaissance,0.2938,353,Exploring the South Pole,0.0008,353,Exploration of the South Pole,0.0008,353,Exploration of the Antarctic,0.3449,353,The discovery of Antarctica,0.2304,353,Exploring the Antarctic,0.3449,353,Confirmation of the Antarctic,0.4316,353,The study of Antarctica,0.303,353,The Antarctic,0.4135
354,journalist risks,0.0423,354,The risk of journalists,0.0423,354,The risk of journalism,0.0001,354,The risks of journalists,0.0423,354,The risk of journalism,0.0001,354,risks for journalists,0.0423,354,Risks for journalists,0.0423,354,The risks for journalists,0.0423,354,The risk of journalists,0.0423,354,The dangers of journalism,0.0006,354,The risks of writer,0.0005
355,ocean remote sensing,0.1362,355,Remote sensing of the ocean,0.1362,355,Remote sensing of the sea,0.0695,355,Remote sensing of the oceans,0.1362,355,A countdown from the ocean,0.0028,355,remote sensing from the ocean,0.136,355,Remote sensing of seas,0.0695,355,distance observation of the ocean,0.114,355,remote ocean detector,0.0817,355,The feeling of being far away from the sea,0.0,355,A distant knowledge of the sea,0.0001
356,postmenopausal estrogen Britain,0.0063,356,The post menopausal estrogen in England,0.0496,356,After menopause  estrogen in England,0.0495,356,Oestrogen after the age of despair Britain,0.0686,356,Estrogen after the British monopoly,0.0104,356,postmenopausal estrogen in the UK,0.0063,356,Postmenopausal estrogen in the UK,0.0063,356,postmenopausal estrogen of the UK,0.0063,356,postmenopausal estrogen in Britain,0.0063,356,Estrogen Britain after the end of menopause,0.0483,356,Post menopausal estrogen in England,0.0496
357,territorial waters dispute,0.2593,357,The sea is a dispute,0.1807,357,Territorial disputes,0.0705,357,The territorial water dispute,0.2593,357,Regional water differences,0.001,357,territorial waters dispute,0.2593,357,Dispute over territorial waters,0.255,357,The territorial waters dispute,0.2593,357,territorial water disputes,0.2593,357,The problem of land based water,0.0003,357,District water discussion,0.0002
358,blood-alcohol fatalities,0.2399,358,Blood alcohol is dead,0.2799,358,Deaths from blood alcohol,0.3389,358,Deaths from blood alcohol,0.3389,358,Deaths from blood alcohol,0.3389,358,death from alcohol in the blood,0.3389,358,Blood alcohol deaths,0.3539,358,death from alcohol in the blood,0.3389,358,death from blood alcohol,0.3389,358,The deaths were caused by blood alcohol,0.1992,358,blood deaths from alcohol,0.3389
359,mutual fund predictors,0.02,359,Mutual fund forecasts,0.0207,359,Mutual fund forecasts,0.0207,359,The expectations for investment funds,0.0016,359,The forecasters of investment funds,0.0014,359,forecasters of mutual funds,0.0207,359,The following table shows the main factors,0.0024,359,forecast indicators of mutual funds,0.0261,359,Predictions of joint funds,0.0003,359,Mutual financial forecasters,0.0054,359,common money predictors,0.0007
360,drug legalization benefits,0.1698,360,The benefits of legalizing drugs,0.1698,360,Benefits of Legalizing Drugs,0.1698,360,The legal benefits of drugs,0.1698,360,The Benefits of Legalizing Drugs,0.1698,360,Benefits of legalizing drugs,0.1698,360,Benefits of legalizing drugs,0.1698,360,The benefits of legalizing drugs,0.1698,360,benefits of drug legalization,0.1698,360,The benefits of legalizing drugs,0.1698,360,legal benefits of medicines,0.0008
361,clothing sweatshops,0.36,361,The clothing factory,0.0034,361,The clothes,0.0024,361,Clothing factories,0.0034,361,Clothing stores,0.0015,361,clothing workshops,0.0013,361,Clothing stores,0.0015,361,The clothes,0.0024,361,Clothing store,0.0015,361,Clothing factories,0.0034,361,clothing stores,0.0015
362,human smuggling,0.0899,362,Human trafficking,0.0032,362,Trafficking people,0.0069,362,Human trafficking,0.0032,362,Human trafficking,0.0032,362,Trafficking in persons,0.0028,362,Human trafficking,0.0032,362,smuggling of people,0.0589,362,human trafficking,0.0032,362,Human trafficking,0.0032,362,Human trafficking,0.0032
363,transportation tunnel disasters,0.0205,363,Traffic accidents,0.0,363,Traffic tunnel crash,0.064,363,The disasters of the tunnels,0.0458,363,The disaster of the transportation tunnel,0.0205,363,disasters in transport tunnels,0.0205,363,Damage to transport channels,0.0013,363,accidents in transport tunnels,0.047,363,transport tunnel disaster,0.0205,363,Traffic subway disasters,0.0708,363,disasters of pipeline transport,0.0001
364,rabies,0.5537,364,Rabies,0.5537,364,The Legion of Honor,0.0,364,The irony,0.0,364,Your anger,0.0,364,The rage,0.0,364,Rabies,0.5537,364,The rage,0.0,364,rabies,0.5537,364,Kelly,0.0,364,paralysis,0.0
365,El Nino,0.6218,365,El Niño is the one,0.0015,365,El Nino,0.6218,365,What,0.0,365,The Nino,0.3915,365,The neon,0.0,365,The El Nino,0.6218,365,El Nino,0.6218,365,The El Nino,0.6218,365,El Nino,0.6218,365,El Nino,0.6218
366,commercial cyanide uses,0.4254,366,Commercial use,0.0,366,Commercial use of cyanide,0.4254,366,Commercial uses of cyanide,0.4254,366,Commercial use of cyanide,0.4254,366,commercial use of cyanide,0.4254,366,commercial use of cyanide,0.4254,366,commercial use of cyanide,0.4254,366,commercial use of cyanide,0.4254,366,Commercial use of cyanide,0.4254,366,commercial use of cyanide,0.4254
367,piracy,0.0624,367,The act of piracy,0.061,367,The act of piracy,0.061,367,The pirate,0.0092,367,A pirate,0.0092,367,The Pirate,0.0092,367,The Commission,0.0,367,The Pirate,0.0092,367,The robbers,0.0001,367,Navy,0.002,367,Crime,0.0
368,in vitro fertilization,0.3683,368,Outdoor fertilization,0.0191,368,Fixed by bit,0.0,368,Fertilization in the class,0.0231,368,Fertilization in the case of testing,0.1556,368,In vitro fertilization,0.3683,368,In vitro fertilization,0.3683,368,fertilization in vitro,0.3683,368,In vitro fertilization,0.3683,368,in vitro fertilization,0.3683,368,The reproduction of creatures,0.0057
369,anorexia nervosa bulimia,0.2633,369,I m not going to say that,0.0051,369,I have a nervous breakdown,0.0,369,Neural dysfunction of the polymerase chain reaction,0.0,369,Nervous and untiring sleeplessness,0.0,369,bulimia anorexia nervosa,0.2633,369,anorexia nervosa bulimia and other,0.2539,369,Anorexia and bulimia nervosa,0.2633,369,anorexia nervosa bulimia,0.2633,369,The following article will help you to understand the benefits of anorexia nervosa,0.1795,369,anorexia nervosa bulimia,0.2633
