qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
1167882,What are the different types of sins and how are they caused?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295055,"What causes skin discoloration, specifically, whitening of the skin between fingers?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100653,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619912,"How were you saved from sin-and born again as Jesus says ""Except you repent, and be born again..."" How didYou?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663853,what is a wet dream?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592121,how to rollover 401k into real estate?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182052,why is lemonade at restaurants sometimes different?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623623,"How do you improve fuel efficiency of a 2004, Ford Ikon?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078448,How do you prevent chicken from drying out when you cook it?,0.5,8,backtranslation_yue_hant,1.0,How do you prevent chicken drying when you cook,backtranslation_arb_arab,1.0,How do you avoid drying chicken when you re cooking it,backtranslation_pes_arab,1.0,How do you prevent chicken from drying up when you cook,backtranslation_fra_latn,1.0,How do you keep chicken from drying up when you cook it,backtranslation_deu_latn,1.0,How do you prevent chicken from getting dry when you cook it,backtranslation_rus_cyrl,1.0,How can you prevent chicken from drying up when it s cooked,backtranslation_tam_taml,1.0,How can you prevent chicken from drying up when you cook,backtranslation_swh_latn,1.0,How can you prevent chicken from baking,,,,,,
3074429,How can we understand Islam and Muslims better?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119420,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290612,why do anxiety and depression seem to coexist?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529114,"since i have premature ejaculation problem, how to satisfy my girl?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204963,what does 5 by 5 mean?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367654,Why is April 19th important?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639660,Why do most cigarettes have the yellow filter?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197214,Why my GF feel like pissing during sexual intercourse?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015624,What's the Definition of a bloody mary?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082595,what is meant by mobile technology?,0.5,5,backtranslation_arb_arab,1.0,What does mobile technology mean,backtranslation_pes_arab,1.0,What does mobile technology mean,backtranslation_fra_latn,1.0,What does mobile technology mean,backtranslation_deu_latn,1.0,What does mobile technology mean,backtranslation_rus_cyrl,1.0,What does mobile technology mean,,,,,,,,,,,,,,,
3239329,Why do we wee a lot in the cold weather especially at night?,0.3333,1,backtranslation_swh_latn,0.5,Why do we use so much water in the winter  especially at night,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874326,How come Compton is only designated for black people?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254390,how do i deap fry chicken?,0.5,3,backtranslation_rus_cyrl,1.0,How do I bake a chicken,backtranslation_zsm_latn,1.0,How can I fry chicken,backtranslation_swh_latn,1.0,How do I deap fried chicken,,,,,,,,,,,,,,,,,,,,,
4018891,How do I know if a particular term or phrase is copyrighted?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552010,Why do parent put kids on restriction?,0.5,4,backtranslation_yue_hant,1.0,Why do parents restrict their children,backtranslation_kor_hang,1.0,Why do parents restrict their children,backtranslation_pes_arab,1.0,Why do parents restrict their children,backtranslation_rus_cyrl,1.0,Why do parents limit their children,,,,,,,,,,,,,,,,,,
1968489,Which auto insurance do you use and why?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443848,Does anybody know where i could get a free guide on how to train a siberian husky?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372730,Why doesn't the bible make any sense?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896725,what are some good exercises to get rid of those love handles?,0.5,6,backtranslation_yue_hant,1.0,Can some good exercise help you get rid of the handles,backtranslation_kor_hang,1.0,What s a good exercise to get rid of love handles,backtranslation_fra_latn,1.0,What are some good exercises to get rid of these love handles,backtranslation_deu_latn,1.0,What are some good exercises to get rid of these love gloves,backtranslation_rus_cyrl,1.0,What good exercises can help you to get rid of these love sticks,backtranslation_zsm_latn,1.0,What are some good exercises to get rid of that love grip,,,,,,,,,,,,
2180086,what are mormens?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,what are the symptoms of strep throat?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229303,Why  is  the   war continuing  in  Afghanistan?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446614,how could u get success?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654124,Why am I not able to concentrate on my studies?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577501,what are some signs that puberty is beginning?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,Why do men fantasized about raping women?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012558,what is the term milky way?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922849,why do some people take life so seriously?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976644,How amoeba catches its prey?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866981,"I know how I got here, but how did you?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467100,What does sholomister mean?,0.0027,2,backtranslation_arb_arab,0.3333,What do you mean   Scholemster,backtranslation_zsm_latn,0.3333,What do you mean  Sholomister,,,,,,,,,,,,,,,,,,,,,,,,
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non-event?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559048,How do you sell a junk car without a title?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823384,why did the army have personal cuts in the mid 1990's?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849221,when it comes to religion why dont people realize history repeats itself?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280768,why is islam so hated in america?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288761,How can i stop my husband from exhuming my baby's body for compensation?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847807,How can I get rid of the hicups?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018562,"Why does my Black Lab howl to ""Law and Order"" theme song?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035857,Why are liberals so quick to defend Saddam?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008017,why do black people like fried chicken somuch?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts?,0.25,8,backtranslation_pes_arab,1.0,How does spending a long time in the microgravity affect the astronauts  bodies,backtranslation_fra_latn,1.0,How does microgravity affect astronauts,backtranslation_deu_latn,1.0,How does a long period of time in microgravity affect the bodies of astronauts,backtranslation_rus_cyrl,1.0,How long does microgravity affect astronaut bodies,backtranslation_tam_taml,1.0,How does spending long periods of time in microgravity affect the bodies of astronauts,backtranslation_yue_hant,0.5,How does the long time spent in microgravity affect the astronaut s body,backtranslation_arb_arab,0.5,How does spending a lot of time in the little gravity affect astronauts  bodies,backtranslation_kor_hang,0.3333,How does spending a long time in micro gravity affect the bodies of astronauts,,,,,,
421753,how to get rid of a skunk?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477322,Why do people say Germans are racists?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607728,what causes gray facial hair in men?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103830,Why do man Arabs hate the west ?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971195,How do i get my pitbull more agressive?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153592,what can make someones ear's stink?,0.5,1,backtranslation_tam_taml,1.0,What can someone do with their ears,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382487,what do i do if i have not started my period in like almost 6 months?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380990,Why am I alive?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484496,Why a man float on water when he dies?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003223,What are the marketing gimmicks that will attract males?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185395,how can i cure the std or the sexually transmitted disease?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292734,what color you like the most and why?,0.2,8,backtranslation_kor_hang,1.0,What color do you like best  Why,backtranslation_arb_arab,1.0,What color do you like best and why,backtranslation_pes_arab,1.0,What color do you like  and why,backtranslation_deu_latn,1.0,What color do you like best  and why,backtranslation_rus_cyrl,1.0,What color do you like best  and why,backtranslation_zsm_latn,1.0,What color do you like and why,backtranslation_swh_latn,1.0,What color do you like best  and why,backtranslation_fra_latn,0.5,What color do you prefer and why,,,,,,
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them?,0.25,10,backtranslation_yue_hant,1.0,Why do the media in the United States and Europe attack Arabs and Islam,backtranslation_arb_arab,1.0,Why are the media in the United States and Europe attacking Arabs and Islam without finding the truth about them,backtranslation_zsm_latn,1.0,Why do the media in the United States and Europe always attack Arabs and Muslims without finding the truth about them,backtranslation_tam_taml,1.0,Why do the media in the United States and Europe always attack without finding out the truth about Arabs and Islam,backtranslation_kor_hang,0.5,Why is it that the media in the United States and Europe always attacks the Arabs and Islam,backtranslation_pes_arab,0.5,Why do the media in America and Europe always attack Arabs and Islam without finding the truth about them,backtranslation_fra_latn,0.5,Why do the American and European media always attack Arabs and Islam without finding the truth about them,backtranslation_deu_latn,0.5,Why do the media in the US and Europe always attack Arabs and Islam without finding the truth about them,backtranslation_swh_latn,0.5,Why do the American and European media always attack Arabs and Islam without finding the truth about them,backtranslation_rus_cyrl,0.3333,Why do the media in the US and Europe always attack Arabs and Islam without revealing the truth about them
474417,"what does the prefix ""cyclo"" mean in greek mythology?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278654,Why do Kamikaze pilots wear helmets?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365565,How Does Water Pressure Change?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354733,What are the names of some famous photographers and why do their work stand up?,0.5,2,backtranslation_yue_hant,1.0,What are the names of some famous photographers,backtranslation_rus_cyrl,1.0,What are the names of some famous photographers  and why do they stand out,,,,,,,,,,,,,,,,,,,,,,,,
224109,what is citriscidal?,0.0,3,backtranslation_pes_arab,1.0,What is citricidal,backtranslation_rus_cyrl,1.0,What is citricide,backtranslation_tam_taml,1.0,What is Citricidal,,,,,,,,,,,,,,,,,,,,,
4126337,Why does my friend buy...?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957887,How can I hunt down and punch the people that keep spamming me?,0.5,4,backtranslation_yue_hant,1.0,How do I track down and hit people who send spam,backtranslation_kor_hang,1.0,How can we keep tracking down and beating up the people who send us spam,backtranslation_deu_latn,1.0,How can I find and beat the people who still spam me,backtranslation_swh_latn,1.0,How can I hunt down and beat people who send me spam,,,,,,,,,,,,,,,,,,
78762,why do i have pterofobia?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159716,"How do I find an Inmate at Southwest Detention Center 30755 Auld Rd., Murrieta, CA 92563?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481173,"why live, when your in misery?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814722,why is the new jersey smoking ban not considered unconstitutional?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040435,"USA have Snow, Hurricanes, Flood, Earthquakes and politicians, Brazil only have politicians, why?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953489,Why do I have to dumb myself down all the time though I am highly undereducated?,0.0476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309774,Why do I keep seeing people on here 'dissing' on the soldiers in Iraq?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152934,Why don't fat people have to pay more for air travel?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387874,Why does asparugus make your pee stink?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291272,How is Catholicism not Christianity?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411123,Why does'nt America regard foriegn credentials?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165406,Why did the founder of Daewoo get a 10-year jail sentence?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418598,why do wisdom varies from person to person?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496147,Why was I punished for being christlike?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452795,How can I heat the water within a 150 gal tank that's open to the atmosphere in Feb.?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225575,what does 'wet behind the ears' mean?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838988,"How can I get a cork out of, not into, a wine bottle without a corkscrew?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456214,What is the importance of absolute zero temperature?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761742,How can I become a playa?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825386,How can I develop leanbody and muscles?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443586,What is a Bro?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172731,how for is saturn from the sun?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783398,What is a nucleus?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402514,why do my baked potatos never taste near as good as when I get them in a nice restaurant?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278201,how does Ultraviolet Light Affects Seed Germination and plant growth?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539741,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714728,Why is the world so shallow?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778229,how were the witches tested in the salem witch trials?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640705,what is the punishment for child molestors?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077370,Why do only Humans have Finger prints?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373069,Freedom of Speech - why don't people understand how to use it?,0.5,3,backtranslation_yue_hant,1.0,Freedom of speech   Why can t people use it,backtranslation_tam_taml,1.0,Freedom of speech   Why do people not understand how to use it,backtranslation_swh_latn,1.0,Freedom of Speech   why do people not understand how to use it,,,,,,,,,,,,,,,,,,,,,
1063812,How do I grow taller?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722241,why do some animals hide in a dark place b4 they die?,0.0909,9,backtranslation_zsm_latn,1.0,Why are some animals hiding in the dark,backtranslation_deu_latn,0.3333,Why are animals hiding in a dark place,backtranslation_yue_hant,0.2,Why do some animals hide in the dark,backtranslation_kor_hang,0.2,Why do some animals hide in the dark,backtranslation_arb_arab,0.2,Why are some animals hiding in a dark place,backtranslation_pes_arab,0.2,Why do some animals hide in the dark,backtranslation_rus_cyrl,0.2,Why do some animals hide in the dark,backtranslation_tam_taml,0.2,Why do some animals hide in the dark,backtranslation_fra_latn,0.125,Why do some animals hide in a dark place,,,
746920,How do you get rid of wart on your hand a using home method?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977054,Couscous is a food from what origin?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199639,"How to ""LOSE""all body fat ?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785579,"If you could be an element of weather, which would you choose, and why?",0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964316,"What do you mean by ""weed""?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206998,how does disneyland make it snow?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864267,what exemplifies effective customer service?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382736,what is minimalist cubisium?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949154,can anybody tell me what is a butler?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364894,Why do we need to tell customer service/operator about our sickness in order to make appointment w/ a doctor?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
