qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
551239,how do i find out if someone left me a life insurance policy?,0.5,6,backtranslation_arb_arab,1.0,How do I know if someone left me a life insurance policy,backtranslation_fra_latn,1.0,How do I know if someone left me a life insurance policy,backtranslation_deu_latn,1.0,How do I know if someone left me a life insurance policy,backtranslation_zsm_latn,1.0,How do I know if someone left my life insurance policy,backtranslation_tam_taml,1.0,How do I know if someone left me a life insurance policy,backtranslation_swh_latn,1.0,How do I know if someone left me a life insurance policy,,,,,,,,,,,,
3499881,Why is Gordon Ramsey so popular?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311093,Why hot air rises up?,0.5,7,backtranslation_kor_hang,1.0,Why is the hot air rising,backtranslation_arb_arab,1.0,Why is the hot air rising,backtranslation_fra_latn,1.0,Why is the hot air rising,backtranslation_deu_latn,1.0,Why is the hot air rising,backtranslation_rus_cyrl,1.0,Why is the hot air rising,backtranslation_tam_taml,1.0,Why is the hot air rising,backtranslation_swh_latn,1.0,Why does the hot air increase,,,,,,,,,
4256593,How do I remove the SIMM card on a LG VX8300 Cell Phone?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017690,what is the history of indian music?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667488,how soon can you drive on a newly paved driveway?,0.5,1,backtranslation_tam_taml,1.0,How soon can you drive a newly folded driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507491,Why is religious freedom more important today?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634143,"what is direct borrowing, phonological borrowing, linguistic borrowing, cultural borrowing,intimate borrowing?",0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396066,Why do airplanes fly so high?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892478,what factors cause the Earth to heat unevenly?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155314,"we have pork chops, veal chops, lamb chops, why is there not any beef chops ?",0.5,1,backtranslation_tam_taml,1.0,Why not pork  beef  lamb  goat,,,,,,,,,,,,,,,,,,,,,,,,,,,
785823,how is the library consider as a heart of university?,0.3333,2,backtranslation_yue_hant,0.5,Library is the heart of the university,backtranslation_deu_latn,0.5,How does the library feel about the university,,,,,,,,,,,,,,,,,,,,,,,,
2815090,how cloning will affects our community?,0.3333,2,backtranslation_zsm_latn,0.5,How will cloning affect our society,backtranslation_tam_taml,0.5,How does cloning affect our society,,,,,,,,,,,,,,,,,,,,,,,,
2713171,What does the sentence's mean?,0.0238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821193,"Why do people feed poison (sugar) to their kids on Easter, and why are there no chocolate Jesuses?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185501,why does the sun shine?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473331,How can I keep my rabit indoors?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190287,Why is switching schools so depressing?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937374,how to get 277 V AC ?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459749,Why don't I have an asthma attack during sex?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23464,why girls are beautiful?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377861,how to handsew sequins?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385681,"if red bull is soo bad for people ,then why is it soo popular?",0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794677,How can I treat my Acne Scars?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301173,how to design road crust for national highways?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204633,Why do you have memories?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960080,Why don't commercial planes fly over the North Pole?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262692,How can I get rid of pimples on my back?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558570,"My city just put a ban on pit bulls, how do we reverse the decision?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167882,What are the different types of sins and how are they caused?,0.25,3,backtranslation_tam_taml,1.0,What is sin  and how does it occur,backtranslation_kor_hang,0.5,What kind of sin is it and how does it occur,backtranslation_rus_cyrl,0.5,What are the different sins  and how do they occur,,,,,,,,,,,,,,,,,,,,,
3295055,"What causes skin discoloration, specifically, whitening of the skin between fingers?",0.0714,7,backtranslation_arb_arab,0.1667,What causes the skin to change color  specifically  whitening the skin between the fingers,backtranslation_pes_arab,0.1667,What causes the skin to change color  specifically  the whitening of the skin between the fingers,backtranslation_rus_cyrl,0.1667,What causes the skin to turn colored  namely  the whitening of the skin between the fingers,backtranslation_swh_latn,0.1429,What causes the skin to turn white  especially between the fingers,backtranslation_zsm_latn,0.1111,What causes the skin to change color  specifically  the skin to become white between the fingers,backtranslation_tam_taml,0.1,What causes skin color changes  especially when the skin between the fingers becomes white,backtranslation_yue_hant,0.0833,What causes the skin to turn colored  The skin between the fingers to become white,,,,,,,,,
100653,how do I go about getting copies of letters of commendation prsented to me from city of san diego?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619912,"How were you saved from sin-and born again as Jesus says ""Except you repent, and be born again..."" How didYou?",0.3333,8,backtranslation_arb_arab,1.0,How were you saved from sin and born again  as Jesus says  unless you were born again and come to life again    how did you do it,backtranslation_kor_hang,0.5,How did you get saved from sin and be born again,backtranslation_fra_latn,0.5,How did you get saved from sin and be born again as Jesus said   unless you repent and be born again     How did you do,backtranslation_deu_latn,0.5,How did you get saved from sin and be born again  as Jesus says   unless you repent and be born again     How did you do that,backtranslation_rus_cyrl,0.5,How were you saved from sin and born again  as Jesus says   Unless you repent and be born again     How did you do that,backtranslation_zsm_latn,0.5,How can you be saved from sin and born again as Jesus said  unless you repent  and be born again     How are you,backtranslation_tam_taml,0.5,How were you saved from sin   and born again  as Jesus says   Unless you repent and be born again         How are you,backtranslation_swh_latn,0.5,How are you saved from sin and born again as Jesus says  unless you repent  and be born again     How are you,,,,,,
1663853,what is a wet dream?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592121,how to rollover 401k into real estate?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182052,why is lemonade at restaurants sometimes different?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623623,"How do you improve fuel efficiency of a 2004, Ford Ikon?",0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078448,How do you prevent chicken from drying out when you cook it?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074429,How can we understand Islam and Muslims better?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119420,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290612,why do anxiety and depression seem to coexist?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529114,"since i have premature ejaculation problem, how to satisfy my girl?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204963,what does 5 by 5 mean?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367654,Why is April 19th important?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639660,Why do most cigarettes have the yellow filter?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197214,Why my GF feel like pissing during sexual intercourse?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015624,What's the Definition of a bloody mary?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082595,what is meant by mobile technology?,0.25,10,backtranslation_arb_arab,0.5,What does mobile technology mean,backtranslation_pes_arab,0.5,What does mobile technology mean,backtranslation_fra_latn,0.5,What does mobile technology mean,backtranslation_deu_latn,0.5,What does mobile technology mean,backtranslation_rus_cyrl,0.5,What does mobile technology mean,backtranslation_yue_hant,0.3333,What is mobile technology,backtranslation_kor_hang,0.3333,What is mobile technology,backtranslation_zsm_latn,0.3333,What do you mean  mobile technology,backtranslation_tam_taml,0.3333,What is mobile technology,backtranslation_swh_latn,0.3333,what is mobile technology
3239329,Why do we wee a lot in the cold weather especially at night?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874326,How come Compton is only designated for black people?,0.5,3,backtranslation_yue_hant,1.0,Why is Compton designed for black people,backtranslation_kor_hang,1.0,Why is Compton for black people,backtranslation_fra_latn,1.0,How come Compton is reserved for blacks,,,,,,,,,,,,,,,,,,,,,
1254390,how do i deap fry chicken?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018891,How do I know if a particular term or phrase is copyrighted?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552010,Why do parent put kids on restriction?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968489,Which auto insurance do you use and why?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443848,Does anybody know where i could get a free guide on how to train a siberian husky?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372730,Why doesn't the bible make any sense?,0.5,1,backtranslation_zsm_latn,1.0,Why does the Bible make sense,,,,,,,,,,,,,,,,,,,,,,,,,,,
896725,what are some good exercises to get rid of those love handles?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180086,what are mormens?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,what are the symptoms of strep throat?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229303,Why  is  the   war continuing  in  Afghanistan?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446614,how could u get success?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654124,Why am I not able to concentrate on my studies?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577501,what are some signs that puberty is beginning?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,Why do men fantasized about raping women?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012558,what is the term milky way?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922849,why do some people take life so seriously?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976644,How amoeba catches its prey?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866981,"I know how I got here, but how did you?",0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467100,What does sholomister mean?,0.0,2,backtranslation_arb_arab,0.0028,What do you mean   Scholemster,backtranslation_zsm_latn,0.0028,What do you mean  Sholomister,,,,,,,,,,,,,,,,,,,,,,,,
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non-event?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559048,How do you sell a junk car without a title?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823384,why did the army have personal cuts in the mid 1990's?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849221,when it comes to religion why dont people realize history repeats itself?,0.1667,1,backtranslation_swh_latn,0.5,Why do people not realize that history repeats itself,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280768,why is islam so hated in america?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288761,How can i stop my husband from exhuming my baby's body for compensation?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847807,How can I get rid of the hicups?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018562,"Why does my Black Lab howl to ""Law and Order"" theme song?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035857,Why are liberals so quick to defend Saddam?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008017,why do black people like fried chicken somuch?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421753,how to get rid of a skunk?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477322,Why do people say Germans are racists?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607728,what causes gray facial hair in men?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103830,Why do man Arabs hate the west ?,0.3333,9,backtranslation_yue_hant,0.5,Why do Arabs hate the West,backtranslation_kor_hang,0.5,Why do Arabs hate the West,backtranslation_pes_arab,0.5,Why do Arabs hate the West,backtranslation_fra_latn,0.5,Why do the Arabs hate the West,backtranslation_deu_latn,0.5,Why do the Arabs hate the West,backtranslation_rus_cyrl,0.5,Why do the Arabs hate the West,backtranslation_zsm_latn,0.5,Why do Arabs hate the West,backtranslation_tam_taml,0.5,Why do the Arabs hate the West,backtranslation_swh_latn,0.5,Why do the Arabs hate the West,,,
3971195,How do i get my pitbull more agressive?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153592,what can make someones ear's stink?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382487,what do i do if i have not started my period in like almost 6 months?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380990,Why am I alive?,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484496,Why a man float on water when he dies?,0.2,1,backtranslation_swh_latn,0.3333,Why does a person float on water when he dies,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003223,What are the marketing gimmicks that will attract males?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185395,how can i cure the std or the sexually transmitted disease?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292734,what color you like the most and why?,0.5,7,backtranslation_kor_hang,1.0,What color do you like best  Why,backtranslation_arb_arab,1.0,What color do you like best and why,backtranslation_pes_arab,1.0,What color do you like  and why,backtranslation_deu_latn,1.0,What color do you like best  and why,backtranslation_rus_cyrl,1.0,What color do you like best  and why,backtranslation_zsm_latn,1.0,What color do you like and why,backtranslation_swh_latn,1.0,What color do you like best  and why,,,,,,,,,
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them?,0.5,3,backtranslation_pes_arab,1.0,Why do the media in America and Europe always attack Arabs and Islam without finding the truth about them,backtranslation_fra_latn,1.0,Why do the American and European media always attack Arabs and Islam without finding the truth about them,backtranslation_swh_latn,1.0,Why do the American and European media always attack Arabs and Islam without finding the truth about them,,,,,,,,,,,,,,,,,,,,,
474417,"what does the prefix ""cyclo"" mean in greek mythology?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278654,Why do Kamikaze pilots wear helmets?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365565,How Does Water Pressure Change?,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354733,What are the names of some famous photographers and why do their work stand up?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224109,what is citriscidal?,0.0,3,backtranslation_pes_arab,1.0,What is citricidal,backtranslation_rus_cyrl,1.0,What is citricide,backtranslation_tam_taml,1.0,What is Citricidal,,,,,,,,,,,,,,,,,,,,,
4126337,Why does my friend buy...?,0.1667,5,backtranslation_fra_latn,0.25,Why is my friend buying,backtranslation_deu_latn,0.25,Why is my friend buying,backtranslation_rus_cyrl,0.25,Why is my friend buying,backtranslation_arb_arab,0.2,Why would my friend buy,backtranslation_tam_taml,0.2,Why would my friend buy,,,,,,,,,,,,,,,
1957887,How can I hunt down and punch the people that keep spamming me?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78762,why do i have pterofobia?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159716,"How do I find an Inmate at Southwest Detention Center 30755 Auld Rd., Murrieta, CA 92563?",0.5,2,backtranslation_kor_hang,1.0,How do we find the inmates at Murrieta CA       in Southwest Prison       Wood,backtranslation_swh_latn,1.0,How can I find a prisoner at the Southwest Correctional Center       Auld Rd   Murrieta  CA,,,,,,,,,,,,,,,,,,,,,,,,
481173,"why live, when your in misery?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814722,why is the new jersey smoking ban not considered unconstitutional?,0.25,4,backtranslation_pes_arab,0.5,Why is the smoking ban in New Jersey not unfounded,backtranslation_fra_latn,0.3333,Why isn t the New Jersey smoking ban considered unconstitutional,backtranslation_zsm_latn,0.3333,Why isn t a smoking ban in New Jersey considered unconstitutional,backtranslation_tam_taml,0.3333,Why is it not illegal to smoke in New Jersey,,,,,,,,,,,,,,,,,,
3040435,"USA have Snow, Hurricanes, Flood, Earthquakes and politicians, Brazil only have politicians, why?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953489,Why do I have to dumb myself down all the time though I am highly undereducated?,0.0051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309774,Why do I keep seeing people on here 'dissing' on the soldiers in Iraq?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152934,Why don't fat people have to pay more for air travel?,0.3333,7,backtranslation_yue_hant,1.0,Why don t obese people spend more on planes,backtranslation_kor_hang,1.0,Why don t obese people pay more for airplanes,backtranslation_arb_arab,1.0,Why don t fat people pay more for air travel,backtranslation_rus_cyrl,1.0,Why don t fat people pay more for air travel,backtranslation_zsm_latn,1.0,Why don t fat people pay more for air travel,backtranslation_pes_arab,0.5,Why don t fat people have to pay so much for air travel,backtranslation_fra_latn,0.5,Why don t the big guys pay more for the thefts,,,,,,,,,
387874,Why does asparugus make your pee stink?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291272,How is Catholicism not Christianity?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411123,Why does'nt America regard foriegn credentials?,0.2,1,backtranslation_rus_cyrl,0.25,Why doesn t America count foreign credentials,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165406,Why did the founder of Daewoo get a 10-year jail sentence?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418598,why do wisdom varies from person to person?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496147,Why was I punished for being christlike?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452795,How can I heat the water within a 150 gal tank that's open to the atmosphere in Feb.?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225575,what does 'wet behind the ears' mean?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838988,"How can I get a cork out of, not into, a wine bottle without a corkscrew?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456214,What is the importance of absolute zero temperature?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761742,How can I become a playa?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825386,How can I develop leanbody and muscles?,0.0909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443586,What is a Bro?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172731,how for is saturn from the sun?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783398,What is a nucleus?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402514,why do my baked potatos never taste near as good as when I get them in a nice restaurant?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278201,how does Ultraviolet Light Affects Seed Germination and plant growth?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539741,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds?,0.3333,5,backtranslation_yue_hant,1.0,Why would a car have white smoke coming from the loudspeaker  making a knock or knocking sound,backtranslation_rus_cyrl,1.0,What makes the machine get white smoke from the silencer and make knocking or knocking sounds,backtranslation_zsm_latn,1.0,What causes a car to have white smoke coming out of the packaging and making a kick or a knock,backtranslation_swh_latn,1.0,What causes the car to have white smoke from the cover and make knocking or knocking sounds,backtranslation_tam_taml,0.5,What causes the white smoke of a car to come out of the fog and make a knocking or knocking noise,,,,,,,,,,,,,,,
3714728,Why is the world so shallow?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778229,how were the witches tested in the salem witch trials?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640705,what is the punishment for child molestors?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077370,Why do only Humans have Finger prints?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
