qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
761,Problems of Hmong Immigrants,0.4918,761,The issue of migration,0.0,761,The Hmong immigrants are a problem,0.4918,761,The problems of the Mong migrants,0.0046,761,The problems of the migrants,0.0001,761,Problems faced by Hmong immigrants,0.3921,761,The problems of Hmong immigrants,0.4918,761,The problems of immigrants,0.0012,761,Hmong immigrant problems,0.4918,761,The problems of the Hmong immigrants,0.4918,761,The Problems of Hmong Migrants,0.1263
762,History of Physicians in America,0.0138,762,The history of doctors in the United States,0.0004,762,The History of Doctors in the United States,0.0004,762,The history of doctors in America,0.0004,762,The history of doctors in the United States,0.0004,762,The history of the medical profession in America,0.0037,762,The History of Doctors in America,0.0004,762,The history of doctors in America,0.0004,762,The History of the Doctor in America,0.0004,762,The history of doctors in the United States,0.0004,762,The History of Doctors in the United States,0.0004
763,Hunting deaths,0.1187,763,The hunt is dead,0.0092,763,Deaths from Hunting,0.0903,763,Deaths from hunting,0.0903,763,The hunt for death,0.1187,763,The Deaths Caused by Hunting,0.0071,763,The number of deaths in hunting,0.0137,763,Death from hunting,0.0903,763,The death of the hunter,0.0869,763,Hunting deaths,0.1187,763,The Death of Hunters,0.0869
764,Increase mass transit use,0.1695,764,Increased use of public transportation,0.0116,764,Increase the use of public transportation,0.0116,764,Increased use of public transport,0.0116,764,Increased use of public transport,0.0116,764,Increased use of public transport,0.0116,764,The Commission has also adopted a number of proposals for a new directive,0.0,764,Increasing the use of mass transport,0.0338,764,Increased use of mass transport,0.0338,764,Increasing the use of public transport,0.0116,764,Increasing the use of mass transportation,0.0338
765,ephedra ma huang deaths,0.473,765,The death of Ephedra Ma Juan,0.6071,765,The death of Ephdru Ma Huang,0.1427,765,The death of Efedra Ma Huang,0.0876,765,The death of our father  Huang,0.0075,765,The death of Ephedra Ma Huang,0.473,765,The Commission has also adopted a number of measures to combat the use of the drug,0.0,765,The Death of Ma Huang,0.1427,765,death of ephedra ma huang,0.473,765,Ephedra Ma Huang died,0.3339,765,Ephedra ma huang death,0.473
766,diamond smuggling,0.5187,766,Diamond smuggling,0.5187,766,The diamond smuggler,0.0491,766,The diamond smuggling,0.5187,766,The diamond smuggling,0.5187,766,smuggling of diamonds,0.5187,766,Smuggling of diamonds,0.5187,766,The smuggling of diamonds,0.5187,766,The diamond trade,0.3893,766,smuggling of diamonds,0.5187,766,The sale of diamonds,0.1248
767,Pharmacist License requirements,0.4704,767,A pharmacist s license is required,0.3975,767,Licensing requirements,0.0003,767,The requirements for a pharmacy license,0.2936,767,Pharmaceutical license requirements,0.0696,767,Requirements for a pharmacist s licence,0.04,767,Requirements for the licence of a pharmacist,0.0722,767,Requirements for pharmacist  s license,0.3975,767,Licensing requirements for pharmaceuticals,0.0696,767,License of pharmacist,0.407,767,License requirements for pharmacists,0.4704
768,Women in state legislatures,0.1254,768,Women in the state legislature,0.1254,768,Women in the House of Representatives,0.035,768,Women in the provinces,0.0,768,Women in the state legislature,0.1254,768,Women in state legislation,0.0231,768,Women in the national legislation,0.0175,768,Women in the legislative bodies of the States,0.0091,768,Women in state law,0.0022,768,Women in state assemblies,0.0142,768,Women in the state parliament,0.0
769,Kroll Associates Employees,0.0124,769,Crow s employees,0.0,769,Crowl Co op staff,0.0,769,The employees of Kroll,0.0024,769,Crowded staff,0.0,769,Employees of Kroll Associates,0.0124,769,Employees of Kroll Associates,0.0124,769,Employees of Kroll Associates,0.0124,769,Employee of Kroll Associates,0.0124,769,Employees of Kroll Associates,0.0124,769,The employees of Kroll Associates,0.0124
770,Kyrgyzstan-United States relations,0.3492,770,Kyrgyzstan s relations with the United States,0.2931,770,Kyrgyzstan and the United States,0.3248,770,Kyrgyzstan U S  relations,0.0943,770,Relations between Kyrgyzstan and the United States,0.3546,770,Relations between Kyrgyzstan and the United States,0.3546,770,Relations between Kyrgyzstan and the United States,0.3546,770,Relations between Kyrgyzstan and the United States,0.3546,770,Kyrgyzstan U S  relations,0.0943,770,Kyrgyz U S  relations,0.0457,770,Relations between Kyrgyzstan and the United States,0.3546
771,deformed leopard frogs,0.502,771,It s deformed,0.0015,771,A modified tiger frog,0.0016,771,The turning tiger frogs,0.0019,771,Leopard frogs are creased,0.1538,771,Deformed leopard frogs,0.502,771,Deformed leopard frogs,0.502,771,deformed frogs of the leopard,0.502,771,A defective lion cub,0.0,771,Red eagles,0.0,771,butterfly,0.0
772,flag display rules,0.3723,772,The logo shows the rules,0.0,772,Flag sign rules,0.0304,772,The rules of flagging,0.1028,772,The flag display rules,0.3723,772,rules for displaying the flag,0.3723,772,Flag display rules,0.3723,772,The flag display rules,0.3723,772,the rules of appearance of the flag,0.0592,772,Flag display rules,0.3723,772,rules for flags,0.1028
773,Pennsylvania slot machine gambling,0.5488,773,The Pennsylvania bookmaker,0.268,773,Pennsylvania slot machine gambling,0.5488,773,Pennsylvania machine games,0.2436,773,Playing in the Pennsylvania slot machine,0.462,773,Pennsylvania slot machines,0.3592,773,Pennsylvania slot machines gambling,0.5488,773,Gambling at the Pennsylvania machines,0.8534,773,Pennsylvania slot machine gambling,0.5488,773,Pennsylvania slot machine gambling,0.5488,773,Pennsylvania game machine,0.2436
774,Causes of Homelessness,0.3052,774,Why they re homeless,0.0158,774,Why I Have No Home,0.0,774,The causes of homelessness,0.3052,774,The cause of homelessness,0.3052,774,The Causes of Poverty,0.0005,774,Causes of homelessness,0.3052,774,The Causes of Homelessness,0.3052,774,Causes of Housing Emptiness,0.0001,774,homeless,0.136,774,Reasons for Homelessness,0.1509
775,Commercial candy makers,0.3719,775,Commercial candy manufacturers,0.1169,775,Commercial candy manufacturers,0.1169,775,The commercial confectioners,0.1545,775,Commercial sweets manufacturers,0.0444,775,Manufacturers of commercial sweets,0.0444,775,Manufacturers of commercial sweets,0.0444,775,Commercial candy manufacturers,0.1169,775,Commercial candy manufacturers,0.1169,775,Commercial sweets makers,0.1082,775,Commercial sugar producers,0.0001
776,Magnet schools success,0.223,776,The success of the magnet school,0.223,776,Success in your school,0.0007,776,The success of magnet schools,0.223,776,Successful Magnet Schools,0.223,776,The Success of Magnetic Schools,0.223,776,Success of magnet schools,0.223,776,The success of magnet schools,0.223,776,Success of magnet school,0.223,776,The success of magnetic schools,0.223,776,The success of magnetic schools,0.223
777,hybrid alternative fuel cars,0.3082,777,hybrid fuel cars,0.3172,777,Alternative fuel hybrid cars,0.3082,777,Alternate fuel cars,0.0878,777,Replacement fuel cars,0.0249,777,hybrid alternative fuel vehicles,0.1293,777,Hybrid cars with alternative fuels,0.3082,777,hybrid vehicles with alternative fuel,0.1293,777,hybrid alternative fuels,0.1258,777,Alternative fuel car,0.0878,777,vehicles with alternative fuels,0.0165
778,golden ratio,0.0998,778,The golden ratio,0.0998,778,Gold ratio,0.0007,778,The golden ratio,0.0998,778,Gold compared to gold,0.0,778,Gold ratio,0.0007,778,Gold ratio,0.0007,778,The golden ratio,0.0998,778,The golden ratio,0.0998,778,gold ratio,0.0007,778,The gold standard,0.0
779,Javelinas range and description,0.5034,779,Fish series and description,0.0,779,The range and description of Jabellana,0.0,779,The group and description of Javelinas,0.3196,779,The range and description of Javnas,0.0,779,Region and description of the javelins,0.0,779,Selection and description of Javelinas,0.341,779,The range and description of the owl,0.0001,779,Range and description of Javelinas,0.5034,779,The description and classification of Javelina,0.3302,779,Types and descriptions of javelinas,0.3138
780,Arable land,0.3529,780,The land,0.0005,780,Farming land,0.0003,780,The cultivated land,0.0004,780,The slaughterhouses,0.0,780,Agricultural land,0.0005,780,Agricultural land,0.0005,780,Soil,0.0,780,Farmland,0.0,780,land,0.0005,780,The Harvest,0.0
781,Squirrel control and protections,0.4286,781,Control and protection,0.0,781,Sky control and protection,0.0,781,Counter squirrel and protective herring,0.1095,781,Control and protection of squirrels,0.4286,781,Control and protection of squirrels,0.4286,781,Control and protection of squirrels,0.4286,781,Proteins control and protection,0.0,781,Squirrel control and protection,0.4286,781,Ant control and protection,0.0008,781,Control and protection of animals,0.0007
782,Orange varieties seasons,0.6889,782,Color  season,0.0799,782,Orange season,0.4163,782,The orange of the season,0.4163,782,Seasons of orange species,0.053,782,Seasons of Orange Varieties,0.6889,782,The Times of Oranges,0.0013,782,Orange varieties of the season,0.6889,782,Seasons of the orange type,0.4846,782,Orange varieties seasons,0.6889,782,Varieties of summer oranges,0.2631
783,school mercury poisoning,0.1768,783,School poisoning,0.0029,783,School hydrogen dependency,0.0,783,Mercury poisoning at school,0.1768,783,Jewellery poisoning at school,0.0013,783,Mercury intoxication at school,0.1282,783,School mercury poisoning,0.1768,783,school mercury poisoning,0.1768,783,Mercury poisoning in schools,0.1768,783,Mercury poisoning in schools,0.1768,783,the poison of school inspiration,0.0001
784,mersenne primes,0.4507,784,Mason number,0.0,784,The first of the Mercenaries,0.0,784,The first number,0.0,784,The first Mersenne numbers,0.3443,784,the prime numbers of mercenary,0.0005,784,their primary values,0.0,784,the first number,0.0,784,number of mersenne primes,0.4521,784,Merson s first,0.0,784,mersenne primes,0.4507
785,Ivory-billed woodpecker,0.4231,785,Ivory wood,0.0367,785,The tree of the whale,0.0001,785,The wood bird from the ivory tree,0.1838,785,Wood wheat with ivory wheat,0.0001,785,The species of ivory ball woodpeckers,0.5637,785,Instruments for the manufacture of electrical equipment,0.0,785,The skin blade wooden peak,0.0,785,Wood cutter with ivory,0.0088,785,Cotton wool,0.0,785,Yellow horned river sand,0.0012
786,Yew trees,0.425,786,The trees,0.0003,786,Vegetable tree,0.0019,786,Trees to him,0.0,786,The oak trees,0.0001,786,The Vine Trees,0.0016,786,The disciples,0.0,786,The trees,0.0003,786,Purple trees,0.0002,786,The tree,0.0003,786,Trees of plants,0.0003
787,Sunflower Cultivation,0.5755,787,Planting flowers,0.0005,787,Solar power plant,0.0,787,Planting sunflowers,0.2363,787,He planted sunflowers,0.1968,787,The cultivation of sunflower,0.5755,787,Plants of sunflowers,0.2363,787,The sunflower,0.3437,787,Cultivation of sunflowers,0.5755,787,The cultivation of sunflower,0.5755,787,Planting a Sunflower,0.2363
788,Reverse mortgages,0.5221,788,Reverse mortgages,0.5221,788,I m not gonna reflect,0.0,788,The reverse mortgage,0.5221,788,Reverse mortgages,0.5221,788,Reverse mortgage loans,0.4153,788,Other loans,0.0,788,Mortgage loans,0.0178,788,Reverse mortgage loans,0.4153,788,Repayment of mortgages,0.0411,788,Loans to repay,0.0
789,abandoned mine reclamation,0.2213,789,Disposed mines re opened,0.0017,789,Abandoned mining,0.1192,789,The abandoned re embellishment,0.0,789,Mining recycling is abandoned,0.0701,789,abandoned mining,0.1192,789,Abandoned minefields,0.0,789,abandoned mines,0.1192,789,Restoration of the abandoned mine,0.1064,789,The recovery of abandoned mines,0.0785,789,The construction of lost bombs,0.0
790,women's rights in Saudi Arabia,0.5206,790,The rights of women in Saudi Arabia,0.5206,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883,790,Women s rights in Saudi Arabia,0.4883
791,Gullah geechee language culture,0.4643,791,The culture of the Gilli language,0.0,791,The culture of the Guarani language,0.0,791,The culture of the language of the Ghoul,0.0,791,The culture of the Gucci language,0.0,791,The culture of the Gula Gechee language,0.0,791,Gullahi Geechee language culture,0.1803,791,The culture of the Gulla Geychi language,0.0147,791,The culture of the Gullah language geechee,0.4643,791,The culture of the Kula Chichi language,0.0,791,The culture of the Gulah geechee language,0.1788
792,Social Security means test,0.103,792,The way we provide social security,0.0123,792,Social Security exam,0.0001,792,Social security means a test,0.103,792,Social insurance is a test,0.0077,792,Social security means testing,0.103,792,Social security means testing,0.103,792,Social security   a test,0.1243,792,Social security means testing,0.103,792,Social security testing,0.1243,792,Social Security means the test,0.103
793,Bagpipe Bands,0.274,793,The wire,0.0,793,The backpack pipe band,0.0,793,The pipe tapes,0.0,793,Bags of bugs,0.0,793,Pipes and pipes,0.0,793,Other  of a kind used for the manufacture of goods of heading,0.0,793,The Tape,0.0,793,Band of bagpipes,0.274,793,Backpack bands,0.0,793,Loading equipment,0.0
794,pet therapy,0.0638,794,Pet therapy,0.0638,794,Treatment of pets,0.0008,794,Treatment of pets,0.0008,794,Treatment of pets,0.0008,794,therapy for pets,0.0638,794,Animal health,0.0006,794,therapy of domestic animals,0.0141,794,Pet therapy,0.0638,794,Pet therapy,0.0638,794,treatment of animals,0.0002
795,notable cocker spaniels,0.0223,795,Fish,0.0,795,A remarkable Coker Spaniel,0.0993,795,Cocker Spaniel,0.0238,795,Notable spaniels,0.0171,795,the remarkable cocker spaniels,0.0358,795,Notable Cocker Spaniels,0.0223,795,The most remarkable cock singer,0.0,795,The famous cocker Spaniel,0.0375,795,The notable Coker Spaniel,0.0079,795,The famous cocker spaniels,0.0375
796,Blue Grass Music Festival history,0.1649,796,The history of the Blue Grass Festival,0.1145,796,The history of the Blue Grass Music Festival,0.1649,796,The history of the Blue Grass Music Festival,0.1649,796,The history of the Blue Grass Music Festival,0.1649,796,The history of the Blue Grass Music Festival,0.1649,796,History of the Blue Grass music festival,0.1649,796,The history of the Blue Grass music festival,0.1649,796,The history of the Blue Grass Music Festival,0.1649,796,The history of the Blue Cross Music Festival,0.1369,796,The history of the Blue Grass Music Festival,0.1649
797,reintroduction of gray wolves,0.6259,797,Grey wolves are reintroduced,0.3336,797,The red eyed grey wolf,0.0172,797,The reintroduction of the gray wolves,0.6259,797,The gray wolf,0.2608,797,reintroduction of grey wolves,0.3672,797,Restoration of gray wolves,0.4332,797,Restarting the use of gray wolves,0.3908,797,re identification of the grey wolf,0.006,797,The Red Wolf Resettlement,0.0154,797,reintroduction of the black wolf,0.2707
798,Massachusetts textile mills,0.1714,798,Massachusetts  the Massachusetts textile mill,0.1745,798,Massachusetts textile factory,0.152,798,The textile mills in Massachusetts,0.1714,798,The Massachusetts textile mills,0.1714,798,Textile manufacturing in Massachusetts,0.0027,798,Textile factories in Massachusetts,0.152,798,Textile factories of Massachusetts,0.152,798,Massachusetts textile mills,0.1714,798,Massachusetts textile mills,0.1714,798,Textile industry of Massachusetts,0.043
799,Animals in Alzheimer's research,0.185,799,Animals in the Alzheimer s study,0.2018,799,The animals in the Alzheimer s study,0.2018,799,Animals in Alzheimer s research,0.1515,799,In animal research on Alzheimer s,0.1515,799,Animal research on Alzheimer s,0.1515,799,Animals in Alzheimer s research,0.1515,799,Animals in Alzheimer s research,0.1515,799,Animals in Alzheimer s research,0.1515,799,The animals in Alzheimer s disease research are the most important,0.1988,799,Animals in Alzheimer s research,0.1515
800,Ovarian Cancer Treatment,0.1997,800,Ovarian cancer treatment,0.1997,800,Treatment of ovarian cancer,0.1997,800,Treatment for ovarian cancer,0.1997,800,Treatment for ovarian cancer,0.1997,800,Treatment of ovarian cancer,0.1997,800,Treatment of ovarian cancer,0.1997,800,Treatment of ovarian cancer,0.1997,800,Treatment for Ovarian Cancer,0.1997,800,The treatment of cervical cancer,0.0045,800,Treatment of Eye Cancer,0.0007
