qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
711,Train station security measures,0.059,711,Railway station security measures,0.059,711,Security measures at the train station,0.059,711,Security measures for the train station,0.059,711,Security measures at the train station,0.059,711,Safety measures at railway stations,0.0092,711,Safety measures for railway stations,0.0092,711,Safety measures at railway stations,0.0092,711,Railway station security measures,0.059,711,Railway station security measures,0.059,711,Safety measures at the train station,0.0007
712,Pyramid scheme,0.5687,712,The pyramid scheme,0.5687,712,The pyramid scheme,0.5687,712,The pyramid system,0.0929,712,The pyramid scheme,0.5687,712,The pyramid scheme,0.5687,712,Pyramid scheme,0.5687,712,The pyramid scheme,0.5687,712,The Pyramid Scheme,0.5687,712,Pyramid scheme,0.5687,712,The pyramidal system,0.0929
713,Chesapeake Bay Maryland clean,0.3134,713,Chesapeake Bay is clean  Maryland,0.3134,713,Chesapeake Bay  Maryland is clean,0.3134,713,The Chesapeake Bay   Maryland   is clean,0.3134,713,Chesapeake Bay  Maryland is clear,0.0947,713,Chesapeake Bay Maryland clean,0.3134,713,Chesapeake Bay Maryland clean,0.3134,713,The clean Chesapeake Bay of Maryland,0.3134,713,Chesapeake Bay Maryland is clean,0.3134,713,Chesapeake Bay is Maryland s cleanest,0.0992,713,Chesapeake Bay Maryland clean,0.3134
714,License restrictions older drivers,0.1482,714,The driver is a restricted driver,0.0362,714,Restrictions on old driver s licenses,0.0229,714,The restrictions on older drivers  licenses,0.1482,714,Restrictions on older drivers  licenses,0.1482,714,Restrictions on driving licences for older drivers,0.0738,714,Licence restrictions for older drivers,0.0454,714,Limitations on driving rights of older drivers,0.0804,714,Restrictions on older driving licences,0.0185,714,Driving license restrictions,0.0424,714,Restrictions on a driver s license for older persons,0.1741
715,Schizophrenia drugs,0.1559,715,Schizophrenia drugs,0.1559,715,The cure for psychosis,0.0021,715,Headache medication,0.0,715,Schizophrenia drugs,0.1559,715,Drugs for schizophrenia,0.1559,715,Schizophrenia medicines,0.0444,715,Medicines for schizophrenia,0.0444,715,Schizophrenia medicines,0.0444,715,Schizophrenia medications,0.0685,715,Medications for mental illness,0.0003
716,Spammer arrest sue,0.1113,716,Spam was arrested and charged,0.0545,716,Spammers arresting lawsuit,0.2437,716,The race arrest case,0.0,716,The Spammer arrest case,0.1682,716,The spammers are being prosecuted,0.0817,716,Spammer arrest lawsuit,0.2437,716,The request for the arrest of the spammer,0.1093,716,Spammer arrested for suing,0.1106,716,The case of the spammers arrest,0.1682,716,Spammer arrested trial,0.137
717,Gifted talented student programs,0.3678,717,The student program is excellent,0.004,717,A program for talented students,0.2758,717,Talented student programs,0.2758,717,Talented student programs,0.2758,717,Programs for talented students,0.2758,717,Talented students,0.3018,717,Programs for talented students,0.2758,717,Talented student program,0.2758,717,Talented student programs,0.2758,717,Programs for gifted students,0.2791
718,Controlling acid rain,0.3188,718,Control the acid rain,0.3188,718,I m going to control the wavelength,0.0,718,Control of acid rain,0.3188,718,Acid rain control,0.3188,718,Control of acid rain,0.3188,718,Control of acid rain,0.3188,718,Control of acid rain,0.3188,718,Managing acid rain,0.1876,718,Control of acid rain,0.3188,718,Control of acid rain,0.3188
719,Cruise ship damage sea life,0.061,719,The damage to marine life caused by cruise ships,0.1794,719,The marine life of a cruise ship,0.1367,719,Damage to ships,0.0024,719,Damage to the marine life of cruise ships,0.1701,719,Damage to cruise ships,0.1362,719,Damage to cruise ships,0.1362,719,Damage to the marine life of cruise ships,0.1701,719,Damage to the marine life cruise ship,0.1701,719,The impact of marine life on ships,0.0281,719,Sea life for ships,0.0018
720,Federal welfare reform,0.2937,720,Federal welfare reform,0.2937,720,Federal welfare reforms,0.2937,720,Federal welfare reform,0.2937,720,Federal welfare reforms,0.2937,720,Federal welfare reform,0.2937,720,Federal welfare reform,0.2937,720,Federal reform of social security,0.0,720,Federal welfare reform,0.2937,720,Federal welfare reform,0.2937,720,Reforms to federal welfare,0.2937
721,Census data applications,0.0607,721,The census data request,0.0226,721,Application for census data,0.0607,721,Requests for statistical data,0.0002,721,Request for census data,0.0226,721,Applications of census data,0.0607,721,Applications for census data,0.0607,721,Applications for the population census data,0.0349,721,Applications for survey data,0.0001,721,Applications for census data,0.0607,721,Request for census data,0.0226
722,Iran terrorism,0.4926,722,Iran s terrorism,0.4503,722,Terrorism in Iran,0.4926,722,The Iranian terrorism,0.403,722,Terrorism in Iran,0.4926,722,Iran s terrorism,0.4503,722,Terrorism in Iran,0.4926,722,Iran s terrorism,0.4503,722,Iran is a terrorist,0.4283,722,Iran terrorism,0.4926,722,Terrorism as a Crime,0.0
723,Executive privilege,0.1191,723,The privilege of execution,0.1191,723,The privilege of execution,0.1191,723,Executive privileges,0.1191,723,The executive award,0.0,723,Executive privilege,0.1191,723,Priority of leadership,0.0,723,The executive privilege,0.1191,723,Executive powers,0.0007,723,The administrative right,0.0,723,Freedom of Leadership,0.0
724,Iran Contra,0.1939,724,Iran is against it,0.0,724,Half of Iran,0.0001,724,Iran,0.0,724,Against Iran,0.0,724,The EU is a strong supporter of the EU,0.0,724,Infringement of the procedure,0.0,724,The counter Iran,0.0002,724,Contra Iran,0.1939,724,against Iran,0.0,724,Contra Iran,0.1939
725,Low white blood cell count,0.2302,725,Low blood cell count,0.196,725,Low white blood cells,0.1287,725,Reduced white blood cell count,0.1519,725,Low white blood cell count,0.2302,725,Low white blood cell content,0.107,725,Low blood cell counts,0.196,725,Low white blood cell count,0.2302,725,Low white blood cell count,0.2302,725,The number of white blooded chickens is low,0.002,725,Low white blood cell count,0.2302
726,Hubble telescope repairs,0.5128,726,The Hubble Telescope is repairing,0.5128,726,Repair of the Hubble Telescope,0.5128,726,Repairs to the Hubble Telescope,0.5128,726,Repair of the Hubble Telescope,0.5128,726,Repairs of the Hubble Telescope,0.5128,726,Repairs of the Hubble Telescope,0.5128,726,Repair of the Hubble telescope,0.5128,726,Repair of the Hubble telescope,0.5128,726,Hubble telescope repair,0.5128,726,Repairing the Hubble telescope,0.5128
727,Church arson,0.447,727,Burn the church,0.336,727,The Church burned down,0.2377,727,Burn the church,0.336,727,The church fire,0.2565,727,church fire,0.2565,727,Church fire,0.2565,727,Fire in the church,0.2565,727,Burning the church,0.336,727,The Church Burning,0.336,727,Lighting a fire in a church,0.1312
728,whales save endangered,0.4756,728,Fish  except for endangered fish,0.0,728,Except for the endangered whale,0.4147,728,The whales are endangered,0.4763,728,Whales except for the endangered whales,0.4361,728,whales except threatened species,0.1758,728,Whales other than endangered,0.4334,728,whales  except those in danger of extinction,0.14,728,Except for the endangered whale,0.4147,728,Except for endangered animals,0.0004,728,except for the endangered whales,0.4147
729,Whistle blower department of defense,0.0026,729,Alert  Defense Department,0.0,729,The Department of Defense is whistling,0.0091,729,Department of Defense,0.0,729,Ministry of Defence,0.0,729,Department of Defence,0.0,729,Ministry of Defence,0.0,729,Murder in Response,0.0,729,Notice of the Department of Defense caller,0.0,729,Ministry of Defence,0.0,729,Whistle blower defense department,0.0026
730,Gastric bypass complications,0.4788,730,complications of the gastrointestinal tract,0.0029,730,Uterine complications,0.0,730,The complexities of the metal planning,0.0,730,The effects of stomach ulcers,0.0001,730,Complications of gastric bypass,0.4788,730,Complications of stomach uptake,0.0143,730,Conditions of bypass of the stomach,0.1214,730,Compliance with abdominal bypass,0.0094,730,The infection of the stomach,0.0002,730,Problems with gastric surgery,0.3499
731,Kurds history,0.2019,731,Kurdish history,0.1904,731,The history of the Kurds,0.2019,731,The history of the Kurds,0.2019,731,He s made the dates,0.0,731,The history of the Kurds,0.2019,731,Kurdish history,0.1904,731,The history of the Kurds,0.2019,731,Kurdish history,0.1904,731,The history of the Kurds,0.2019,731,The History of the Kurds,0.2019
732,U.S. cheese production,0.209,732,American cheese is made,0.0626,732,The production of cheese in the United States,0.1316,732,Cheese production in the United States,0.1316,732,U S  cheese production,0.1218,732,Cheese production in the United States,0.1316,732,US cheese production,0.214,732,Cheese production in the USA,0.1345,732,U S  manufacture of cheese,0.0632,732,The production of peanut in the United States,0.0001,732,Cheese production in the United States,0.1316
733,Airline overbooking,0.3181,733,Airlines have overbooked,0.3378,733,Flight overbooking,0.2937,733,Too many airlines,0.0016,733,Overbooking airlines,0.3181,733,Overbooking of airlines,0.3181,733,Overbooking of airlines,0.3181,733,Transfer of airlines,0.0041,733,Flight ticket location,0.0339,733,Reservations on air travel,0.0104,733,Passing the space of an airplane,0.0
734,Recycling successes,0.2444,734,Recycling successfully,0.0159,734,Successful Recycling,0.2444,734,Recycling successes,0.2444,734,Recycling successes,0.2444,734,Successful recycling,0.2444,734,Recycling sequence,0.0096,734,Successful in processing,0.0,734,Successful Repeat,0.0,734,Recycling Successes,0.2444,734,Successful care,0.0
735,Afghan women condition,0.2162,735,The situation of Afghan women,0.2046,735,The state of women in Afghanistan,0.1435,735,The situation of Afghan women,0.2046,735,The situation of Afghan women,0.2046,735,The situation of Afghan women,0.2046,735,Afghan women,0.1906,735,The condition of Afghan women,0.2162,735,The condition of Afghan women,0.2162,735,The situation of Afghan women,0.2046,735,The situation of Afghan women,0.2046
736,location BSE infections,0.6107,736,Location of BSE infection,0.6107,736,Location of BSE infection,0.6107,736,BSE,0.4567,736,BSE infections,0.6017,736,location of infections at the ESB,0.0,736,Infections caused by BSE,0.5595,736,location of the BSE infection,0.6107,736,location of BSE infection,0.6107,736,BSE infections,0.6017,736,BSE infections,0.6017
737,Enron California energy crisis,0.5639,737,The energy crisis in California,0.0486,737,The California energy crisis,0.0486,737,The energy crisis in California,0.0486,737,The California Energy Crisis,0.0486,737,Energy crisis in California,0.0486,737,Enron California energy crisis,0.5639,737,The energy crisis in California,0.0486,737,The California Enron energy crisis,0.5639,737,The California energy crisis,0.0486,737,Energy Crisis in Enron California,0.5639
738,Anthrax hoaxes,0.4628,738,The fraud of the carbon virus,0.0,738,The Antractic Trick,0.0,738,Tricks about the Andrax,0.0,738,The tricks of the Anterx,0.0,738,The lies against anthrax,0.0106,738,Counterfeit anthrax,0.0007,738,The anthrax deception,0.0001,738,The anthrax scam,0.0006,738,The lies of the Atharaks,0.0,738,The Tricks of Anthrax,0.0004
739,Habitat for Humanity,0.1352,739,The human habitat,0.1352,739,The Habitat for Mankind,0.0,739,The home of mankind,0.0,739,A habitat for humans,0.1352,739,A Home for Mankind,0.0,739,Habitat for humanity,0.1352,739,A haven for mankind,0.0,739,Habitat for the Human,0.1352,739,The Bible says that  the earth is the home of the living God,0.0,739,The Place of Human Dwelling,0.0
740,regulate assisted living Maryland,0.2306,740,Managing a living in Maryland,0.0931,740,A life supported in Maryland,0.0003,740,Assisted living systems in Maryland,0.2223,740,Helped life in Maryland,0.0001,740,regulating assisted living in Maryland,0.2306,740,Regulate the life of the welfare state of Maryland,0.0006,740,regulate the assistance in Maryland residency,0.1339,740,Organizing life in Maryland,0.0004,740,The family has been in the family for a long time,0.0,740,leading a life of supporting Maryland,0.0001
741,Artificial Intelligence,0.0925,741,AI is the answer,0.0005,741,AI,0.0002,741,Artificial intelligence,0.0925,741,The AI,0.0002,741,Artificial intelligence,0.0925,741,Artificial intelligence,0.0925,741,Artificial intelligence,0.0925,741,Artificial intelligence,0.0925,741,Artificial intelligence,0.0925,741,False intelligence,0.0005
742,hedge funds fraud protection,0.3668,742,Secured funds fraud protection,0.0144,742,Hedge fund fraud protection,0.3668,742,Securities fraud protection,0.0,742,Protecting against hedge fund fraud,0.4201,742,protection against hedge fund fraud,0.4201,742,Protection against hedge fund fraud,0.4201,742,protection against hedge funds,0.2607,742,protection against hedge fund fraud,0.4201,742,hedging financial fraud protection,0.0769,742,protection against hedge funds fraud,0.4201
743,Freighter ship registration,0.0344,743,The cargo ship is registered,0.0254,743,Registering the freight ship,0.0038,743,Record of shipping,0.0006,743,Register of cargo ships,0.0254,743,Register of freight vessels,0.0374,743,Registration of freight vehicles,0.0,743,Registration of cargo vessels,0.0083,743,Registering of cargo vessels,0.0047,743,Freight shipping registration,0.0032,743,Register of freight ships,0.0038
744,Counterfeit ID punishments,0.0112,744,The punishment for fake ID,0.0055,744,The punishment for false identity,0.0022,744,The penalties for a fake identity,0.0168,744,False identity punishments,0.0022,744,Sanctions against counterfeiting,0.0018,744,Penalties for counterfeit identification,0.0161,744,Penalties for counterfeiting identity card,0.0418,744,False ID punishment,0.0001,744,Punishment for False Identifiers,0.0001,744,False identity judgments,0.0029
745,Doomsday cults,0.5006,745,The cult of the last days,0.0361,745,The Day of Judgment is New,0.0,745,The Day of Judgment cult,0.0467,745,The Faith of the Last Day,0.0,745,The Worship of the Last Judgment Day,0.0002,745,The Meaning of the Hereafter,0.0,745,The Day of Judgment,0.0,745,Religions of the Last Days,0.0009,745,The final day of worship,0.0001,745,Religions of the Last Days,0.0009
746,Outsource job India,0.4051,746,Working abroad in India,0.0275,746,Outsourcing jobs in India,0.4051,746,A job outside India,0.0258,746,Indian foreign jobs,0.0081,746,Employment outside India,0.0011,746,Exploitation of labour in India,0.0018,746,Work in India,0.0288,746,Employment outside India,0.0011,746,Outsourced jobs India,0.4051,746,Foreign work in India,0.0273
747,Library computer oversight,0.0905,747,Library computer control,0.0252,747,Computer library management,0.0333,747,Supervise the computer library,0.0172,747,Monitoring the library computer,0.0716,747,Monitoring of the library computer,0.0716,747,Computer monitoring of libraries,0.0716,747,Computer control of the library,0.0252,747,Computer monitoring of the library,0.0716,747,Library computer oversight,0.0905,747,The management of library computers,0.0333
748,Nuclear reactor types,0.1736,748,The type of nuclear reaction,0.0055,748,Type of nuclear reactor,0.1736,748,Types of nuclear reactors,0.1736,748,Types of nuclear reactors,0.1736,748,Types of nuclear reactors,0.1736,748,Types of nuclear reactors,0.1736,748,Types of nuclear reactors,0.1736,748,Type of nuclear reactor,0.1736,748,Types of nuclear power plants,0.0133,748,Types of water,0.0
749,Puerto Rico state,0.2068,749,Puerto Rico is a state,0.2068,749,Puerto Rico,0.1398,749,The State of Puerto Rico,0.2068,749,The State of Puerto Rico,0.2068,749,State of Puerto Rico,0.2068,749,State of Puerto Rico,0.2068,749,the state of Puerto Rico,0.2068,749,The State of Puerto Rico,0.2068,749,Puerto Rico State,0.2068,749,The State of Puerto Rico,0.2068
750,John Edwards womens issues,0.0342,750,The women s issue of John Edwards,0.02,750,John Edwards  the women s issue,0.02,750,John Edwards women  s issues,0.02,750,The women of John Edwards,0.0195,750,Questions for Women,0.0,750,The Commission has also adopted a number of proposals,0.0,750,The Women s Problems of John Edwards,0.0191,750,John Edwards women s issues,0.02,750,John Edwards women s issues,0.02,750,John Edwards s Matters of Women,0.0068
