qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.recip_rank
761,Problems of Hmong Immigrants,1.0,761,The issue of migration,0.0,761,The Hmong immigrants are a problem,1.0,761,The problems of the Mong migrants,1.0,761,The problems of the migrants,0.0098,761,Problems faced by Hmong immigrants,1.0,761,The problems of Hmong immigrants,1.0,761,The problems of immigrants,0.0217,761,Hmong immigrant problems,1.0,761,The problems of the Hmong immigrants,1.0,761,The Problems of Hmong Migrants,0.5
762,History of Physicians in America,0.2,762,The history of doctors in the United States,0.0152,762,The History of Doctors in the United States,0.0152,762,The history of doctors in America,0.0106,762,The history of doctors in the United States,0.0152,762,The history of the medical profession in America,0.0556,762,The History of Doctors in America,0.0106,762,The history of doctors in America,0.0106,762,The History of the Doctor in America,0.0106,762,The history of doctors in the United States,0.0152,762,The History of Doctors in the United States,0.0152
763,Hunting deaths,0.5,763,The hunt is dead,0.0769,763,Deaths from Hunting,0.5,763,Deaths from hunting,0.5,763,The hunt for death,0.5,763,The Deaths Caused by Hunting,0.5,763,The number of deaths in hunting,0.1667,763,Death from hunting,0.5,763,The death of the hunter,0.1667,763,Hunting deaths,0.5,763,The Death of Hunters,0.1667
764,Increase mass transit use,1.0,764,Increased use of public transportation,0.0833,764,Increase the use of public transportation,0.0833,764,Increased use of public transport,0.0833,764,Increased use of public transport,0.0833,764,Increased use of public transport,0.0833,764,The Commission has also adopted a number of proposals for a new directive,0.0,764,Increasing the use of mass transport,1.0,764,Increased use of mass transport,1.0,764,Increasing the use of public transport,0.0833,764,Increasing the use of mass transportation,1.0
765,ephedra ma huang deaths,1.0,765,The death of Ephedra Ma Juan,1.0,765,The death of Ephdru Ma Huang,1.0,765,The death of Efedra Ma Huang,1.0,765,The death of our father  Huang,0.0909,765,The death of Ephedra Ma Huang,1.0,765,The Commission has also adopted a number of measures to combat the use of the drug,0.0,765,The Death of Ma Huang,1.0,765,death of ephedra ma huang,1.0,765,Ephedra Ma Huang died,1.0,765,Ephedra ma huang death,1.0
766,diamond smuggling,1.0,766,Diamond smuggling,1.0,766,The diamond smuggler,0.3333,766,The diamond smuggling,1.0,766,The diamond smuggling,1.0,766,smuggling of diamonds,1.0,766,Smuggling of diamonds,1.0,766,The smuggling of diamonds,1.0,766,The diamond trade,1.0,766,smuggling of diamonds,1.0,766,The sale of diamonds,0.1667
767,Pharmacist License requirements,1.0,767,A pharmacist s license is required,1.0,767,Licensing requirements,0.04,767,The requirements for a pharmacy license,1.0,767,Pharmaceutical license requirements,0.25,767,Requirements for a pharmacist s licence,0.0119,767,Requirements for the licence of a pharmacist,0.0055,767,Requirements for pharmacist  s license,1.0,767,Licensing requirements for pharmaceuticals,0.25,767,License of pharmacist,1.0,767,License requirements for pharmacists,1.0
768,Women in state legislatures,1.0,768,Women in the state legislature,1.0,768,Women in the House of Representatives,1.0,768,Women in the provinces,0.0,768,Women in the state legislature,1.0,768,Women in state legislation,1.0,768,Women in the national legislation,0.5,768,Women in the legislative bodies of the States,0.0556,768,Women in state law,0.25,768,Women in state assemblies,0.3333,768,Women in the state parliament,0.0
769,Kroll Associates Employees,0.0556,769,Crow s employees,0.0,769,Crowl Co op staff,0.0,769,The employees of Kroll,0.0244,769,Crowded staff,0.0014,769,Employees of Kroll Associates,0.0556,769,Employees of Kroll Associates,0.0556,769,Employees of Kroll Associates,0.0556,769,Employee of Kroll Associates,0.0556,769,Employees of Kroll Associates,0.0556,769,The employees of Kroll Associates,0.0556
770,Kyrgyzstan-United States relations,1.0,770,Kyrgyzstan s relations with the United States,1.0,770,Kyrgyzstan and the United States,1.0,770,Kyrgyzstan U S  relations,0.5,770,Relations between Kyrgyzstan and the United States,1.0,770,Relations between Kyrgyzstan and the United States,1.0,770,Relations between Kyrgyzstan and the United States,1.0,770,Relations between Kyrgyzstan and the United States,1.0,770,Kyrgyzstan U S  relations,0.5,770,Kyrgyz U S  relations,0.1111,770,Relations between Kyrgyzstan and the United States,1.0
771,deformed leopard frogs,1.0,771,It s deformed,0.0043,771,A modified tiger frog,0.05,771,The turning tiger frogs,0.0294,771,Leopard frogs are creased,0.0909,771,Deformed leopard frogs,1.0,771,Deformed leopard frogs,1.0,771,deformed frogs of the leopard,1.0,771,A defective lion cub,0.0,771,Red eagles,0.0,771,butterfly,0.0
772,flag display rules,1.0,772,The logo shows the rules,0.0,772,Flag sign rules,0.0256,772,The rules of flagging,0.1429,772,The flag display rules,1.0,772,rules for displaying the flag,1.0,772,Flag display rules,1.0,772,The flag display rules,1.0,772,the rules of appearance of the flag,0.04,772,Flag display rules,1.0,772,rules for flags,0.1429
773,Pennsylvania slot machine gambling,1.0,773,The Pennsylvania bookmaker,0.2,773,Pennsylvania slot machine gambling,1.0,773,Pennsylvania machine games,1.0,773,Playing in the Pennsylvania slot machine,1.0,773,Pennsylvania slot machines,1.0,773,Pennsylvania slot machines gambling,1.0,773,Gambling at the Pennsylvania machines,1.0,773,Pennsylvania slot machine gambling,1.0,773,Pennsylvania slot machine gambling,1.0,773,Pennsylvania game machine,1.0
774,Causes of Homelessness,1.0,774,Why they re homeless,0.5,774,Why I Have No Home,0.0,774,The causes of homelessness,1.0,774,The cause of homelessness,1.0,774,The Causes of Poverty,0.25,774,Causes of homelessness,1.0,774,The Causes of Homelessness,1.0,774,Causes of Housing Emptiness,0.0294,774,homeless,0.0909,774,Reasons for Homelessness,0.3333
775,Commercial candy makers,0.3333,775,Commercial candy manufacturers,0.0714,775,Commercial candy manufacturers,0.0714,775,The commercial confectioners,1.0,775,Commercial sweets manufacturers,0.0167,775,Manufacturers of commercial sweets,0.0167,775,Manufacturers of commercial sweets,0.0167,775,Commercial candy manufacturers,0.0714,775,Commercial candy manufacturers,0.0714,775,Commercial sweets makers,1.0,775,Commercial sugar producers,0.0023
776,Magnet schools success,1.0,776,The success of the magnet school,1.0,776,Success in your school,0.0455,776,The success of magnet schools,1.0,776,Successful Magnet Schools,1.0,776,The Success of Magnetic Schools,1.0,776,Success of magnet schools,1.0,776,The success of magnet schools,1.0,776,Success of magnet school,1.0,776,The success of magnetic schools,1.0,776,The success of magnetic schools,1.0
777,hybrid alternative fuel cars,0.25,777,hybrid fuel cars,0.5,777,Alternative fuel hybrid cars,0.25,777,Alternate fuel cars,0.1667,777,Replacement fuel cars,0.0141,777,hybrid alternative fuel vehicles,0.0714,777,Hybrid cars with alternative fuels,0.25,777,hybrid vehicles with alternative fuel,0.0714,777,hybrid alternative fuels,0.0625,777,Alternative fuel car,0.1667,777,vehicles with alternative fuels,0.0625
778,golden ratio,1.0,778,The golden ratio,1.0,778,Gold ratio,0.0069,778,The golden ratio,1.0,778,Gold compared to gold,0.0,778,Gold ratio,0.0069,778,Gold ratio,0.0069,778,The golden ratio,1.0,778,The golden ratio,1.0,778,gold ratio,0.0069,778,The gold standard,0.0
779,Javelinas range and description,1.0,779,Fish series and description,0.0,779,The range and description of Jabellana,0.0,779,The group and description of Javelinas,1.0,779,The range and description of Javnas,0.0,779,Region and description of the javelins,0.0,779,Selection and description of Javelinas,1.0,779,The range and description of the owl,0.0052,779,Range and description of Javelinas,1.0,779,The description and classification of Javelina,1.0,779,Types and descriptions of javelinas,1.0
780,Arable land,1.0,780,The land,0.0769,780,Farming land,0.0112,780,The cultivated land,0.0034,780,The slaughterhouses,0.0,780,Agricultural land,0.0115,780,Agricultural land,0.0115,780,Soil,0.0064,780,Farmland,0.0076,780,land,0.0769,780,The Harvest,0.0
781,Squirrel control and protections,1.0,781,Control and protection,0.0,781,Sky control and protection,0.0014,781,Counter squirrel and protective herring,0.5,781,Control and protection of squirrels,1.0,781,Control and protection of squirrels,1.0,781,Control and protection of squirrels,1.0,781,Proteins control and protection,0.0,781,Squirrel control and protection,1.0,781,Ant control and protection,0.0625,781,Control and protection of animals,0.1429
782,Orange varieties seasons,1.0,782,Color  season,0.0385,782,Orange season,1.0,782,The orange of the season,1.0,782,Seasons of orange species,0.0018,782,Seasons of Orange Varieties,1.0,782,The Times of Oranges,0.0312,782,Orange varieties of the season,1.0,782,Seasons of the orange type,0.2,782,Orange varieties seasons,1.0,782,Varieties of summer oranges,1.0
783,school mercury poisoning,0.2,783,School poisoning,0.0052,783,School hydrogen dependency,0.0145,783,Mercury poisoning at school,0.2,783,Jewellery poisoning at school,0.0038,783,Mercury intoxication at school,0.007,783,School mercury poisoning,0.2,783,school mercury poisoning,0.2,783,Mercury poisoning in schools,0.2,783,Mercury poisoning in schools,0.2,783,the poison of school inspiration,0.0018
784,mersenne primes,1.0,784,Mason number,0.0,784,The first of the Mercenaries,0.0,784,The first number,0.0,784,The first Mersenne numbers,1.0,784,the prime numbers of mercenary,0.0029,784,their primary values,0.0,784,the first number,0.0,784,number of mersenne primes,1.0,784,Merson s first,0.0,784,mersenne primes,1.0
785,Ivory-billed woodpecker,1.0,785,Ivory wood,1.0,785,The tree of the whale,0.0102,785,The wood bird from the ivory tree,1.0,785,Wood wheat with ivory wheat,0.0028,785,The species of ivory ball woodpeckers,1.0,785,Instruments for the manufacture of electrical equipment,0.0,785,The skin blade wooden peak,0.0,785,Wood cutter with ivory,0.2,785,Cotton wool,0.0,785,Yellow horned river sand,0.011
786,Yew trees,0.5,786,The trees,0.0286,786,Vegetable tree,0.0714,786,Trees to him,0.0,786,The oak trees,0.0024,786,The Vine Trees,0.0075,786,The disciples,0.0,786,The trees,0.0286,786,Purple trees,0.0019,786,The tree,0.0286,786,Trees of plants,0.0068
787,Sunflower Cultivation,1.0,787,Planting flowers,0.0256,787,Solar power plant,0.0,787,Planting sunflowers,1.0,787,He planted sunflowers,1.0,787,The cultivation of sunflower,1.0,787,Plants of sunflowers,1.0,787,The sunflower,1.0,787,Cultivation of sunflowers,1.0,787,The cultivation of sunflower,1.0,787,Planting a Sunflower,1.0
788,Reverse mortgages,1.0,788,Reverse mortgages,1.0,788,I m not gonna reflect,0.0,788,The reverse mortgage,1.0,788,Reverse mortgages,1.0,788,Reverse mortgage loans,1.0,788,Other loans,0.0,788,Mortgage loans,1.0,788,Reverse mortgage loans,1.0,788,Repayment of mortgages,0.25,788,Loans to repay,0.0012
789,abandoned mine reclamation,0.3333,789,Disposed mines re opened,0.0067,789,Abandoned mining,0.5,789,The abandoned re embellishment,0.0035,789,Mining recycling is abandoned,0.1111,789,abandoned mining,0.5,789,Abandoned minefields,0.0014,789,abandoned mines,0.5,789,Restoration of the abandoned mine,0.1429,789,The recovery of abandoned mines,0.25,789,The construction of lost bombs,0.0
790,women's rights in Saudi Arabia,1.0,790,The rights of women in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0,790,Women s rights in Saudi Arabia,1.0
791,Gullah geechee language culture,1.0,791,The culture of the Gilli language,0.0,791,The culture of the Guarani language,0.0,791,The culture of the language of the Ghoul,0.0,791,The culture of the Gucci language,0.001,791,The culture of the Gula Gechee language,0.0,791,Gullahi Geechee language culture,1.0,791,The culture of the Gulla Geychi language,0.0667,791,The culture of the Gullah language geechee,1.0,791,The culture of the Kula Chichi language,0.0,791,The culture of the Gulah geechee language,1.0
792,Social Security means test,0.5,792,The way we provide social security,0.0333,792,Social Security exam,0.0,792,Social security means a test,0.5,792,Social insurance is a test,0.25,792,Social security means testing,0.5,792,Social security means testing,0.5,792,Social security   a test,0.5,792,Social security means testing,0.5,792,Social security testing,0.5,792,Social Security means the test,0.5
793,Bagpipe Bands,0.5,793,The wire,0.0,793,The backpack pipe band,0.0102,793,The pipe tapes,0.0024,793,Bags of bugs,0.0017,793,Pipes and pipes,0.0,793,Other  of a kind used for the manufacture of goods of heading,0.0,793,The Tape,0.0,793,Band of bagpipes,0.5,793,Backpack bands,0.0,793,Loading equipment,0.0
794,pet therapy,1.0,794,Pet therapy,1.0,794,Treatment of pets,0.0196,794,Treatment of pets,0.0196,794,Treatment of pets,0.0196,794,therapy for pets,1.0,794,Animal health,0.0139,794,therapy of domestic animals,0.3333,794,Pet therapy,1.0,794,Pet therapy,1.0,794,treatment of animals,0.0075
795,notable cocker spaniels,0.0303,795,Fish,0.0,795,A remarkable Coker Spaniel,0.2,795,Cocker Spaniel,0.0303,795,Notable spaniels,0.1,795,the remarkable cocker spaniels,0.0303,795,Notable Cocker Spaniels,0.0303,795,The most remarkable cock singer,0.0,795,The famous cocker Spaniel,0.0303,795,The notable Coker Spaniel,0.05,795,The famous cocker spaniels,0.0303
796,Blue Grass Music Festival history,1.0,796,The history of the Blue Grass Festival,0.5,796,The history of the Blue Grass Music Festival,1.0,796,The history of the Blue Grass Music Festival,1.0,796,The history of the Blue Grass Music Festival,1.0,796,The history of the Blue Grass Music Festival,1.0,796,History of the Blue Grass music festival,1.0,796,The history of the Blue Grass music festival,1.0,796,The history of the Blue Grass Music Festival,1.0,796,The history of the Blue Cross Music Festival,0.3333,796,The history of the Blue Grass Music Festival,1.0
797,reintroduction of gray wolves,1.0,797,Grey wolves are reintroduced,0.3333,797,The red eyed grey wolf,0.0294,797,The reintroduction of the gray wolves,1.0,797,The gray wolf,0.1111,797,reintroduction of grey wolves,0.3333,797,Restoration of gray wolves,1.0,797,Restarting the use of gray wolves,1.0,797,re identification of the grey wolf,0.0909,797,The Red Wolf Resettlement,0.0114,797,reintroduction of the black wolf,0.1111
798,Massachusetts textile mills,0.5,798,Massachusetts  the Massachusetts textile mill,0.2,798,Massachusetts textile factory,0.3333,798,The textile mills in Massachusetts,0.5,798,The Massachusetts textile mills,0.5,798,Textile manufacturing in Massachusetts,0.3333,798,Textile factories in Massachusetts,0.3333,798,Textile factories of Massachusetts,0.3333,798,Massachusetts textile mills,0.5,798,Massachusetts textile mills,0.5,798,Textile industry of Massachusetts,0.125
799,Animals in Alzheimer's research,0.25,799,Animals in the Alzheimer s study,1.0,799,The animals in the Alzheimer s study,1.0,799,Animals in Alzheimer s research,1.0,799,In animal research on Alzheimer s,1.0,799,Animal research on Alzheimer s,1.0,799,Animals in Alzheimer s research,1.0,799,Animals in Alzheimer s research,1.0,799,Animals in Alzheimer s research,1.0,799,The animals in Alzheimer s disease research are the most important,1.0,799,Animals in Alzheimer s research,1.0
800,Ovarian Cancer Treatment,0.0833,800,Ovarian cancer treatment,0.0833,800,Treatment of ovarian cancer,0.0833,800,Treatment for ovarian cancer,0.0833,800,Treatment for ovarian cancer,0.0833,800,Treatment of ovarian cancer,0.0833,800,Treatment of ovarian cancer,0.0833,800,Treatment of ovarian cancer,0.0833,800,Treatment for Ovarian Cancer,0.0833,800,The treatment of cervical cancer,0.0217,800,Treatment of Eye Cancer,0.0417
