qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
761,Problems of Hmong Immigrants,0.5638,761,The issue of migration,0.0,761,The Hmong immigrants are a problem,0.5638,761,The problems of the Mong migrants,0.0127,761,The problems of the migrants,0.0001,761,Problems faced by Hmong immigrants,0.4046,761,The problems of Hmong immigrants,0.5638,761,The problems of immigrants,0.0011,761,Hmong immigrant problems,0.5638,761,The problems of the Hmong immigrants,0.5638,761,The Problems of Hmong Migrants,0.1059
762,History of Physicians in America,0.025,762,The history of doctors in the United States,0.0007,762,The History of Doctors in the United States,0.0007,762,The history of doctors in America,0.0003,762,The history of doctors in the United States,0.0007,762,The history of the medical profession in America,0.0049,762,The History of Doctors in America,0.0003,762,The history of doctors in America,0.0003,762,The History of the Doctor in America,0.0003,762,The history of doctors in the United States,0.0007,762,The History of Doctors in the United States,0.0007
763,Hunting deaths,0.1228,763,The hunt is dead,0.0043,763,Deaths from Hunting,0.0988,763,Deaths from hunting,0.0988,763,The hunt for death,0.1228,763,The Deaths Caused by Hunting,0.0823,763,The number of deaths in hunting,0.064,763,Death from hunting,0.0988,763,The death of the hunter,0.0894,763,Hunting deaths,0.1228,763,The Death of Hunters,0.0894
764,Increase mass transit use,0.1246,764,Increased use of public transportation,0.016,764,Increase the use of public transportation,0.016,764,Increased use of public transport,0.016,764,Increased use of public transport,0.016,764,Increased use of public transport,0.016,764,The Commission has also adopted a number of proposals for a new directive,0.0,764,Increasing the use of mass transport,0.0297,764,Increased use of mass transport,0.0297,764,Increasing the use of public transport,0.016,764,Increasing the use of mass transportation,0.0297
765,ephedra ma huang deaths,0.4654,765,The death of Ephedra Ma Juan,0.5836,765,The death of Ephdru Ma Huang,0.148,765,The death of Efedra Ma Huang,0.1478,765,The death of our father  Huang,0.0111,765,The death of Ephedra Ma Huang,0.4654,765,The Commission has also adopted a number of measures to combat the use of the drug,0.0,765,The Death of Ma Huang,0.148,765,death of ephedra ma huang,0.4654,765,Ephedra Ma Huang died,0.3432,765,Ephedra ma huang death,0.4654
766,diamond smuggling,0.4403,766,Diamond smuggling,0.4403,766,The diamond smuggler,0.0373,766,The diamond smuggling,0.4403,766,The diamond smuggling,0.4403,766,smuggling of diamonds,0.4403,766,Smuggling of diamonds,0.4403,766,The smuggling of diamonds,0.4403,766,The diamond trade,0.4171,766,smuggling of diamonds,0.4403,766,The sale of diamonds,0.1004
767,Pharmacist License requirements,0.4662,767,A pharmacist s license is required,0.3064,767,Licensing requirements,0.0003,767,The requirements for a pharmacy license,0.3171,767,Pharmaceutical license requirements,0.0288,767,Requirements for a pharmacist s licence,0.0842,767,Requirements for the licence of a pharmacist,0.1282,767,Requirements for pharmacist  s license,0.3064,767,Licensing requirements for pharmaceuticals,0.0288,767,License of pharmacist,0.41,767,License requirements for pharmacists,0.4662
768,Women in state legislatures,0.1086,768,Women in the state legislature,0.1086,768,Women in the House of Representatives,0.031,768,Women in the provinces,0.0,768,Women in the state legislature,0.1086,768,Women in state legislation,0.03,768,Women in the national legislation,0.0111,768,Women in the legislative bodies of the States,0.0025,768,Women in state law,0.0029,768,Women in state assemblies,0.0068,768,Women in the state parliament,0.0
769,Kroll Associates Employees,0.0074,769,Crow s employees,0.0,769,Crowl Co op staff,0.0,769,The employees of Kroll,0.0024,769,Crowded staff,0.0,769,Employees of Kroll Associates,0.0074,769,Employees of Kroll Associates,0.0074,769,Employees of Kroll Associates,0.0074,769,Employee of Kroll Associates,0.0074,769,Employees of Kroll Associates,0.0074,769,The employees of Kroll Associates,0.0074
770,Kyrgyzstan-United States relations,0.4702,770,Kyrgyzstan s relations with the United States,0.4278,770,Kyrgyzstan and the United States,0.3925,770,Kyrgyzstan U S  relations,0.2401,770,Relations between Kyrgyzstan and the United States,0.4499,770,Relations between Kyrgyzstan and the United States,0.4499,770,Relations between Kyrgyzstan and the United States,0.4499,770,Relations between Kyrgyzstan and the United States,0.4499,770,Kyrgyzstan U S  relations,0.2401,770,Kyrgyz U S  relations,0.0806,770,Relations between Kyrgyzstan and the United States,0.4499
771,deformed leopard frogs,0.5366,771,It s deformed,0.0003,771,A modified tiger frog,0.0018,771,The turning tiger frogs,0.002,771,Leopard frogs are creased,0.1493,771,Deformed leopard frogs,0.5366,771,Deformed leopard frogs,0.5366,771,deformed frogs of the leopard,0.5366,771,A defective lion cub,0.0,771,Red eagles,0.0,771,butterfly,0.0
772,flag display rules,0.2818,772,The logo shows the rules,0.0,772,Flag sign rules,0.0106,772,The rules of flagging,0.0589,772,The flag display rules,0.2818,772,rules for displaying the flag,0.2818,772,Flag display rules,0.2818,772,The flag display rules,0.2818,772,the rules of appearance of the flag,0.021,772,Flag display rules,0.2818,772,rules for flags,0.0589
773,Pennsylvania slot machine gambling,0.5595,773,The Pennsylvania bookmaker,0.2328,773,Pennsylvania slot machine gambling,0.5595,773,Pennsylvania machine games,0.3155,773,Playing in the Pennsylvania slot machine,0.5024,773,Pennsylvania slot machines,0.4939,773,Pennsylvania slot machines gambling,0.5595,773,Gambling at the Pennsylvania machines,0.9027,773,Pennsylvania slot machine gambling,0.5595,773,Pennsylvania slot machine gambling,0.5595,773,Pennsylvania game machine,0.3155
774,Causes of Homelessness,0.3057,774,Why they re homeless,0.012,774,Why I Have No Home,0.0,774,The causes of homelessness,0.3057,774,The cause of homelessness,0.3057,774,The Causes of Poverty,0.0008,774,Causes of homelessness,0.3057,774,The Causes of Homelessness,0.3057,774,Causes of Housing Emptiness,0.0001,774,homeless,0.1391,774,Reasons for Homelessness,0.0868
775,Commercial candy makers,0.4179,775,Commercial candy manufacturers,0.19,775,Commercial candy manufacturers,0.19,775,The commercial confectioners,0.0815,775,Commercial sweets manufacturers,0.0454,775,Manufacturers of commercial sweets,0.0454,775,Manufacturers of commercial sweets,0.0454,775,Commercial candy manufacturers,0.19,775,Commercial candy manufacturers,0.19,775,Commercial sweets makers,0.1036,775,Commercial sugar producers,0.0
776,Magnet schools success,0.3178,776,The success of the magnet school,0.3178,776,Success in your school,0.0004,776,The success of magnet schools,0.3178,776,Successful Magnet Schools,0.3178,776,The Success of Magnetic Schools,0.3178,776,Success of magnet schools,0.3178,776,The success of magnet schools,0.3178,776,Success of magnet school,0.3178,776,The success of magnetic schools,0.3178,776,The success of magnetic schools,0.3178
777,hybrid alternative fuel cars,0.3462,777,hybrid fuel cars,0.3205,777,Alternative fuel hybrid cars,0.3462,777,Alternate fuel cars,0.0957,777,Replacement fuel cars,0.0128,777,hybrid alternative fuel vehicles,0.1908,777,Hybrid cars with alternative fuels,0.3462,777,hybrid vehicles with alternative fuel,0.1908,777,hybrid alternative fuels,0.1668,777,Alternative fuel car,0.0957,777,vehicles with alternative fuels,0.0159
778,golden ratio,0.1284,778,The golden ratio,0.1284,778,Gold ratio,0.0002,778,The golden ratio,0.1284,778,Gold compared to gold,0.0,778,Gold ratio,0.0002,778,Gold ratio,0.0002,778,The golden ratio,0.1284,778,The golden ratio,0.1284,778,gold ratio,0.0002,778,The gold standard,0.0
779,Javelinas range and description,0.5286,779,Fish series and description,0.0,779,The range and description of Jabellana,0.0,779,The group and description of Javelinas,0.4184,779,The range and description of Javnas,0.0,779,Region and description of the javelins,0.0,779,Selection and description of Javelinas,0.3971,779,The range and description of the owl,0.0001,779,Range and description of Javelinas,0.5286,779,The description and classification of Javelina,0.402,779,Types and descriptions of javelinas,0.4191
780,Arable land,0.4222,780,The land,0.0006,780,Farming land,0.0002,780,The cultivated land,0.0001,780,The slaughterhouses,0.0,780,Agricultural land,0.0004,780,Agricultural land,0.0004,780,Soil,0.0,780,Farmland,0.0,780,land,0.0006,780,The Harvest,0.0
781,Squirrel control and protections,0.4122,781,Control and protection,0.0,781,Sky control and protection,0.0,781,Counter squirrel and protective herring,0.1134,781,Control and protection of squirrels,0.4122,781,Control and protection of squirrels,0.4122,781,Control and protection of squirrels,0.4122,781,Proteins control and protection,0.0,781,Squirrel control and protection,0.4122,781,Ant control and protection,0.0008,781,Control and protection of animals,0.0012
782,Orange varieties seasons,0.7065,782,Color  season,0.0899,782,Orange season,0.4849,782,The orange of the season,0.4849,782,Seasons of orange species,0.0,782,Seasons of Orange Varieties,0.7065,782,The Times of Oranges,0.0015,782,Orange varieties of the season,0.7065,782,Seasons of the orange type,0.5055,782,Orange varieties seasons,0.7065,782,Varieties of summer oranges,0.1853
783,school mercury poisoning,0.0702,783,School poisoning,0.0004,783,School hydrogen dependency,0.0002,783,Mercury poisoning at school,0.0702,783,Jewellery poisoning at school,0.0003,783,Mercury intoxication at school,0.0959,783,School mercury poisoning,0.0702,783,school mercury poisoning,0.0702,783,Mercury poisoning in schools,0.0702,783,Mercury poisoning in schools,0.0702,783,the poison of school inspiration,0.0
784,mersenne primes,0.4458,784,Mason number,0.0,784,The first of the Mercenaries,0.0,784,The first number,0.0,784,The first Mersenne numbers,0.3268,784,the prime numbers of mercenary,0.0035,784,their primary values,0.0,784,the first number,0.0,784,number of mersenne primes,0.4583,784,Merson s first,0.0,784,mersenne primes,0.4458
785,Ivory-billed woodpecker,0.3274,785,Ivory wood,0.0216,785,The tree of the whale,0.0001,785,The wood bird from the ivory tree,0.1514,785,Wood wheat with ivory wheat,0.0,785,The species of ivory ball woodpeckers,0.3184,785,Instruments for the manufacture of electrical equipment,0.0,785,The skin blade wooden peak,0.0,785,Wood cutter with ivory,0.0047,785,Cotton wool,0.0,785,Yellow horned river sand,0.0012
786,Yew trees,0.4179,786,The trees,0.0003,786,Vegetable tree,0.0018,786,Trees to him,0.0,786,The oak trees,0.0001,786,The Vine Trees,0.0012,786,The disciples,0.0,786,The trees,0.0003,786,Purple trees,0.0001,786,The tree,0.0003,786,Trees of plants,0.0003
787,Sunflower Cultivation,0.6141,787,Planting flowers,0.0004,787,Solar power plant,0.0,787,Planting sunflowers,0.3025,787,He planted sunflowers,0.192,787,The cultivation of sunflower,0.6141,787,Plants of sunflowers,0.3025,787,The sunflower,0.3427,787,Cultivation of sunflowers,0.6141,787,The cultivation of sunflower,0.6141,787,Planting a Sunflower,0.3025
788,Reverse mortgages,0.5735,788,Reverse mortgages,0.5735,788,I m not gonna reflect,0.0,788,The reverse mortgage,0.5735,788,Reverse mortgages,0.5735,788,Reverse mortgage loans,0.5218,788,Other loans,0.0,788,Mortgage loans,0.0189,788,Reverse mortgage loans,0.5218,788,Repayment of mortgages,0.0306,788,Loans to repay,0.0
789,abandoned mine reclamation,0.2294,789,Disposed mines re opened,0.0001,789,Abandoned mining,0.1325,789,The abandoned re embellishment,0.0004,789,Mining recycling is abandoned,0.0094,789,abandoned mining,0.1325,789,Abandoned minefields,0.0013,789,abandoned mines,0.1325,789,Restoration of the abandoned mine,0.0729,789,The recovery of abandoned mines,0.0342,789,The construction of lost bombs,0.0
790,women's rights in Saudi Arabia,0.5289,790,The rights of women in Saudi Arabia,0.5289,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895,790,Women s rights in Saudi Arabia,0.4895
791,Gullah geechee language culture,0.4695,791,The culture of the Gilli language,0.0,791,The culture of the Guarani language,0.0,791,The culture of the language of the Ghoul,0.0,791,The culture of the Gucci language,0.0,791,The culture of the Gula Gechee language,0.0,791,Gullahi Geechee language culture,0.161,791,The culture of the Gulla Geychi language,0.0026,791,The culture of the Gullah language geechee,0.4695,791,The culture of the Kula Chichi language,0.0,791,The culture of the Gulah geechee language,0.161
792,Social Security means test,0.1308,792,The way we provide social security,0.0061,792,Social Security exam,0.0,792,Social security means a test,0.1308,792,Social insurance is a test,0.0134,792,Social security means testing,0.1308,792,Social security means testing,0.1308,792,Social security   a test,0.1773,792,Social security means testing,0.1308,792,Social security testing,0.1773,792,Social Security means the test,0.1308
793,Bagpipe Bands,0.3595,793,The wire,0.0,793,The backpack pipe band,0.0004,793,The pipe tapes,0.0,793,Bags of bugs,0.0,793,Pipes and pipes,0.0,793,Other  of a kind used for the manufacture of goods of heading,0.0,793,The Tape,0.0,793,Band of bagpipes,0.3595,793,Backpack bands,0.0,793,Loading equipment,0.0
794,pet therapy,0.0888,794,Pet therapy,0.0888,794,Treatment of pets,0.0008,794,Treatment of pets,0.0008,794,Treatment of pets,0.0008,794,therapy for pets,0.0888,794,Animal health,0.0005,794,therapy of domestic animals,0.0055,794,Pet therapy,0.0888,794,Pet therapy,0.0888,794,treatment of animals,0.0001
795,notable cocker spaniels,0.0254,795,Fish,0.0,795,A remarkable Coker Spaniel,0.0675,795,Cocker Spaniel,0.0257,795,Notable spaniels,0.0235,795,the remarkable cocker spaniels,0.0436,795,Notable Cocker Spaniels,0.0254,795,The most remarkable cock singer,0.0,795,The famous cocker Spaniel,0.0459,795,The notable Coker Spaniel,0.0095,795,The famous cocker spaniels,0.0459
796,Blue Grass Music Festival history,0.2559,796,The history of the Blue Grass Festival,0.1744,796,The history of the Blue Grass Music Festival,0.2559,796,The history of the Blue Grass Music Festival,0.2559,796,The history of the Blue Grass Music Festival,0.2559,796,The history of the Blue Grass Music Festival,0.2559,796,History of the Blue Grass music festival,0.2559,796,The history of the Blue Grass music festival,0.2559,796,The history of the Blue Grass Music Festival,0.2559,796,The history of the Blue Cross Music Festival,0.1644,796,The history of the Blue Grass Music Festival,0.2559
797,reintroduction of gray wolves,0.5207,797,Grey wolves are reintroduced,0.2921,797,The red eyed grey wolf,0.011,797,The reintroduction of the gray wolves,0.5207,797,The gray wolf,0.2612,797,reintroduction of grey wolves,0.3407,797,Restoration of gray wolves,0.3802,797,Restarting the use of gray wolves,0.4046,797,re identification of the grey wolf,0.0048,797,The Red Wolf Resettlement,0.0075,797,reintroduction of the black wolf,0.2325
798,Massachusetts textile mills,0.1673,798,Massachusetts  the Massachusetts textile mill,0.165,798,Massachusetts textile factory,0.1911,798,The textile mills in Massachusetts,0.1673,798,The Massachusetts textile mills,0.1673,798,Textile manufacturing in Massachusetts,0.0459,798,Textile factories in Massachusetts,0.1911,798,Textile factories of Massachusetts,0.1911,798,Massachusetts textile mills,0.1673,798,Massachusetts textile mills,0.1673,798,Textile industry of Massachusetts,0.0615
799,Animals in Alzheimer's research,0.3095,799,Animals in the Alzheimer s study,0.3409,799,The animals in the Alzheimer s study,0.3409,799,Animals in Alzheimer s research,0.2691,799,In animal research on Alzheimer s,0.2691,799,Animal research on Alzheimer s,0.2691,799,Animals in Alzheimer s research,0.2691,799,Animals in Alzheimer s research,0.2691,799,Animals in Alzheimer s research,0.2691,799,The animals in Alzheimer s disease research are the most important,0.3816,799,Animals in Alzheimer s research,0.2691
800,Ovarian Cancer Treatment,0.2232,800,Ovarian cancer treatment,0.2232,800,Treatment of ovarian cancer,0.2232,800,Treatment for ovarian cancer,0.2232,800,Treatment for ovarian cancer,0.2232,800,Treatment of ovarian cancer,0.2232,800,Treatment of ovarian cancer,0.2232,800,Treatment of ovarian cancer,0.2232,800,Treatment for Ovarian Cancer,0.2232,800,The treatment of cervical cancer,0.0012,800,Treatment of Eye Cancer,0.0012
